index	year	month	location	news
8394	2015	6	pakistan	Meanwhile, Police on June 5 said that they have arrested another suspect, identified as Asad ur Rahman, who is allegedly involved in the May 13, 2015, terrorist attack on Ismaili Shias, from Super Highway area, reports The News. According to in charge of the Sindh Police s Counter Terrorism Department (CTD) SSP Raja Umer Khatab, Police has also recovered a vehicle and a weapon used in the attack. Asad is said to be one of 10 attackers involved in the bus attack. Khatab said that a Daihatsu Coure vehicle, which was suspected of being used in the terrorist attack, was recovered from a residential building near Super Highway. A 9mm pistol used in the attack was also recovered, he said.
25112	2013	2	india	Crime Branch of Indore (Madhya Pradesh) on February 8, busted an international cyber crime gang and arrested two accused, identified as Varun Batra and a Mongalian national Munndro from Ghaziabad (Ghaziabad District) in Uttar Pradesh, reports The Times of India. Two other accused a Mongolian identified as Tamir and a Sri Lankan national Hassim are reportedly absconding. Inspector General of Police (IGP Indore) Anuradha Shankar said, This is one of the rarest of rare cyber crime cases and probably this is the first time when a district level police has cracked such a case. Accused siphoned money from nine accounts of Punjab National Bank (PNB) of the Hindi news daily and transferred it to CC Avenue (a gaming website based in China) from there the money was transferred to mol.com and redeemed in Shanghai (China). A share of money was transferred to a bank account in New Delhi from which Varun withdrew his share.
39021	2012	3	india	Senior female Communist Party of India Maoist (CPI Maoist) action squad ‘commander’ Suchitra Mahato (35), a close aide of killed CPI Maoist Politburo member Mallojula Koteswara Rao alias Kishanji, surrendered in the presence of Chief Minister Mamata Banerjee at the State Secretariat in Kolkata on March 9, reports The Hindu. Suchitra was with Kishanji when he was killed in the encounter on November 24, 2011 in the Burisole forest area in West Midnapore District. Her surrender comes a year after her late husband Sashadhar Mahato, senior Maoist leader and a close associate of Kishanji, was killed in an encounter on March 10, 2011. Last month she married Prabir Gorai, a resident of Dhanshala village in the Lalgarh area of West Midnapore District. Gorai also surrendered along with Suchitra. Gorai is an activist of the Maoist backed People’s Committee against Police Atrocities (PCPA) from Lalgarh, but does not have as many cases pending against him. The Telegraph adds that Suchitra had nearly 80 cases against her, including the attack on the Eastern Frontier Rifles camp in Silda in 2010 that killed 24 troopers, abduction of former officer in charge of Sankrail Police Station Atindranath Dutta in 2009 and the killing of two polling officers the same year.
8611	2015	7	pakistan	The Levies force recovered two abducted truck drivers from Jhal Magsi jungle area of Sibi District on July 15, reports Daily Times. Sibi Deputy Commissioner (DC) Sohailur Rehman Baloch said acting on a tip off, a Levies force team, led by Tehsildar Malik Bhadur, conducted a raid and recovered the abducted truck drivers from the Jungle. The truck drivers, namely Mir Ahmad and Abdul Hameed, were kidnapped fifteen days ago by some unknown armed men on the National Highway near Chakra.
46048	2012	2	pakistan	All members of the Senate, irrespective of their political affiliation, on February 8 walked out of the House in Islamabad in protest against the January 31, 2012 target killing of the wife and daughter of a Balochistan Assembly Member, Mir Bakhtiar Domki in Karachi the provincial capital of Sindh reports Dawn. The walkout was led by Shahid Hassan Bugti, a relative of the dead. “It (the killing) was a message for certain people,” Bugti said just before storming out of the House. “The perpetrators are those who continue to kidnap people in Balochistan and throw away their mutilated bodies,” adding, “The manner in which she was killed shows utter hatred towards the Baloch.” It was not a random case of violence. Had it been such a case, a maid who was accompanying the two victims would not be alive today,” Bugti added. He then asked all the Senators “with conscience” to join him in a walkout.
20228	2014	5	pakistan	Meanwhile, Law Enforcement Agencies (LEAs) on May 15 claimed to have arrested a doctor from Bhimbher Road near Qadir Colony in Gujrat District on the suspicion of having links with the recently captured militants belonging to a network of the outlawed outfits, reports Dawn. The LEAs had picked up a doctor who practices at his private clinic along on the basis of clues given by other arrested suspects. The law enforcers are quizzing the arrested men who had been found involved in targeted killings during the last six months of 2013.
43714	2012	9	india	The special cell arrested a 29 year old Nigerian, identified as Theophilus, along with his local aide, Gurpreet, possessing 8kg of heroin worth INR 200 million from Pankha Road in Delhi on September 24, according to The Times of India. It is also reported that the drug syndicate has connection with a Laskhar e Toiba (LeT) group processing heroin, and then smuggling it into India from Pakistan through the Attari border, Amritsar District of Punjab. The accused is part of a network of Nigerians settled in Pakistan and Afghanistan with its headquarters in Karachi (Sindh). Police said the drugs were processed at Gurdaspur District in Punjab and then brought to Delhi. From here, the accused smuggled the drugs to Mumbai and Pune (both in Maharashtra). Police is also investigating if the accused were using Delhi as a transit point to other European destinations. According to Police, Theophilus came to Delhi in 2008 on a business visa. He stayed on even after the expiry of visa. Additional Commissioner of Police (special cell) Ashok Chand, commented, In 2009, he came in contact with the drug syndicate having its links in Afghanistan, Pakistan, Punjab, Delhi and Mumbai. We have now sent teams to Mumbai for further leads”.
53741	2011	1	india	Unidentified militants triggered a blast to blow up a portion of the railway track in Lumding Badarpur metre gauge section in Dima Hasao District derailing several bogies of a goods train.
53607	2011	1	india	Military Council faction of the Kangleipak Communist Party (KCP MC) clarified that it was not involved in any of the violent incidents and killings which took place in the State of Manipur since the beginning of 2011. A press release issued by the outfit’s ‘military affairs secretary’ Lanheiba Meitei said that the outfit and its armed wing Kangleipak Fingang Lanmee (KFL) have nothing to do with the shooting of truck driver Abujam Suresh of Jiri Lamkhai Lakhimpur on December 17, 2010 who succumbed to the injuries on January 5, 2011. Likewise, the outfit had no connection with the killing of Board of Secondary Education Manipur Chairman Naorem Kunjabihari of Singjamei Naorem Leikai inside his office chamber on January 11.
891	2015	1	india	Communist Party of India Maoist (CPI Maoist) cadres on January 5stormed the residence of Chhattisgarh Congress leader Manturam Pawar and attacked his guards, injuring two of them at Pakhanjur in Kanker District, reports The Times of India. Manturam Pawar who is in Raipur confirmed the incident saying that he and his family were safe as Maoists couldn t barge inside the home. He further said Maoists attacked my residence at around 8.15 pm on Monday and opened indiscriminate firing at my guards. Though guards retaliated but two of them were severely injured in the incident. As police force rushed to the spot immediately, Maoists couldn t get through the house. My family is safe. The Maoists also fled the spot and took away four Insas rifles, one SLR and 500 rounds of bullets from the injured guards and were on motor bikes.
56927	2011	8	india	Communist Party of India Maoist (CPI Maoist) cadres ambushed a Central Reserve Police Force (CRPF) patrol party and injured three troopers at Lakshmanpur forest in West Midnapore District on August 11, which is the first incident since the Mamata Banerjee Government came to power in West Bengal and expressed its willingness for talks to resolve problems. Police claimed that four to five Maoists were also injured when the CRPF personnel returned the fire and were believed to have been taken away by the Maoists. DNA adds that the incident is being seen as a major setback for the normalisation process with the new Government having already taken peace initiative despite reservations from Union Home Ministry and set up State Level Review Committee on political prisoners and agreed to release 52 of them.
61354	2011	6	pakistan	A senior Tehreek e Taliban Pakistan (TTP) ‘commander’, Shakir, who helped train and deploy suicide bombers was shot dead by unidentified assailants at the Qutab Khel area on Bannu Miranshah road near Miranshah, the headquarter of North Waziristan Agency, in Federally Administered Tribal Agency at around 4 00 pm on June 28, reports The Express Tribune. Sources said that Shakir, a resident of South Waziristan, was riding a motorcycle when unidentified assailants in a vehicle with tinted windows sprayed bullets on him. Shakir was a close aide of TTP’s chief trainer of suicide bombers Qari Hussain and had also served as his spokesperson for some time. Fidayeen e Islam, a branch within the TTP, was responsible for training of suicide bombers and was headed by Qari Hussain, famously known as Ustad e Fedayeen . According to the Associated Press, Shakir once claimed to a local newspaper that his group had trained more than 1,000 suicide bombers at camps in North Waziristan. Shakir’s name hit headlines last month for issuing threats to Chief Justice of Pakistan (CJP) Iftikhar Mohammad Chaudhry. He had reportedly threatened the CJP with ‘dire consequences’ if he accepted the conviction of the TTP activists who were awarded death sentence by the Lahore High Court for attacking former President Pervez Musharraf.
29624	2013	9	india	The Telegraph reports that National Hydroelectric Power Corporation’s (NHPC) Tawang project, official Anil Kumar Agarwal, was abducted by militants of the Songbijit faction of the National Democratic Front of Boroland (NDFB IKS) from the 12 Mile area of Charduar of Sonitpur District bordering Arunachal Pradesh on September 21. Sonitpur Superintendent of Police, Arabinda Kalita told The Telegraph that six members of the outfit had abducted Agarwal. The militants, who were armed with sophisticated arms, gheraoed the vehicle of the official, beat up his driver Kumar Tamang and whisked Agarwal away on a motorbike. Tamang has been kept at Charduar Police station. The police later recovered a Hero Honda motorbike believed to have been used to abduct Agarwal.
8993	2015	9	pakistan	Security Forces thwarted an attempt to sabotage Defence Day celebrations and arrested four suspects along with improvised explosive devices (IEDs) and arms from Kechi Baig near the Sariab area of Peshawar, the provincial capital of Khyber Pakhtunkhwa, on September 6, reports Dawn. According to security officials, intelligence sleuths identified the presence of militants after carrying out a combing operation between the Kechi Baig and Burma Hotel localities of Sariab. Acting on the tip off, security personnel picked up the four suspects and recovered IEDs and weapons from their possession
17493	2014	10	india	Two persons, identified as Soman (45) and Rajesh (27), were arrested near Gudalur in Nilgiris District on October 24, in connection with a case relating to the manufacture of country made guns, reports The Hindu. Police said, a country made gun was recovered from a jeep found abandoned in the Pandiyar forest range. Investigations led to the arrest of Soman, an ironsmith who used his unit to manufacture guns. A few country made weapons were seized from the unit. Later, Rajesh, a buyer, was arrested. Since the accused was residing near the Tamil Nadu Kerala border, and it is suspected that Communist Party of India Maoist (CPI Maoist) activity was on the rise in some areas there, various agencies have started probing the matter.
40158	2012	5	india	The Communist Party of India Maoist (CPI Maoist) has a clear idea and strategy and would not resort to indiscriminate kidnappings, the party s ‘east division secretary’ Ganesh has said, reports The Hindu. “We know whom to kidnap but the reason and other details cannot be disclosed since it is party s strategy and an internal matter,” the Maoist party leader told some journalists at an interior place in Visakhapatnam District on May 3. Every kidnapping incident has a purpose and a reason, he asserted. All kidnappings were done by different State branches of the party, he said. The party would not kidnap every State Government official, Ganesh said. He said that the Project Officer of Integrated Tribal Development Authority (ITDA) Paderu, K. Srikanth Prabhakar had visited interior villages Busiputtu and Kannavaram, the Revenue Divisional Officer (RDO) of Paderu and other officials too were going on tours to interior villages sometimes but they were not kidnapped. “We are asking the officials to visit interior areas and solve people s problems bogey. We are very clear that everyone must be provided with education, drinking water and medical care. We will not interfere in these areas,” Ganesh said.
56434	2011	7	india	The death toll of the Mumbai serial blasts (July 13 blasts) rose to 20 as one more person succumbed to his injuries on July 19, Times of India reported. The deceased, identified as Ashok Bate (34), who had suffered severe burns and shrapnel injuries in the Zaveri Bazar blast, died in J J Hospital.
27145	2013	5	india	Nagaland Post reports that one person was injured after he was shot at by an unidentified person at Diphupar area in Dimapur District on May 27. According to Dimapur Police, the victim identified as one Kakheto K Sema (55), reportedly an ‘additional secretary’ of Nationalist Socialist Council of Nagaland Khole Kitovi (NSCN KK) sustained bullet injury on his right elbow and abdomen. Police said that the victim was at the garage for repairing his vehicle when an unidentified man came and shot him and fled the scene. Police recovered three empty cases of 9mm from the site of the incident.
35812	2013	12	pakistan	India s angry response to the arrest and humiliation of an Indian diplomat Devyani Khobragade in the United States (US) should be a lesson for Pakistan, said The News International’s diplomatic editor, Mariana Baabar on December 18, reports The Times of India. Pakistanis are watching with envy as India is reacting to the treatment meted out to its deputy consul general Devyani Khobragade by Washington, said the article. It shows very clearly how proud nations fight back in every possible manner. But will Islamabad and Rawalpindi learn any lesson on how to strike back when any of its citizens is insulted in this manner Baabar asked. Khobragade, now on a bail of USD 250,000, was arrested and charged with underpaying her domestic Indian servant and filing false information about the wages paid. But what has shocked everyone is how the young female diplomat was handcuffed, strip searched in front of her children and thrown behind bars with criminals, the newspaper said. India has taken a string of measures in protest against the humiliating treatment to Khobragade, leading to an unprecedented chill in Indo US relations.
33610	2013	6	pakistan	At least 18 civilians were killed and 46 injured in a car bomb attack on a convoy of the Frontier Corps in Badbher area on the outskirts of Peshawar, the provincial capital of Khyber Pakhtunkhwa on June 30, reports Dawn. Almost all the victims were poor vendors selling fruits, vegetables and corn cobs while the others were passersby and commuters. All the dead and most of the injured were civilians from Badbher and nearby villages of Mashokhel, Mashogagar and Sheikh Mohammadi. Two FC personnel suffered injuries in the blast. No group claimed responsibility for the attack.
41064	2012	6	india	Thoubal District police commandos arrested a woman cadre belonging to Wanglen group of Kangleipak Communist Party (KCP Wanglen), identified as Thingujam Lata, from her residence at Thiyam Siphai Laimangol in the District at around 5 30 pm on June 6. One Chinese hand grenade, one mobile handset were seized from her possession. She was involved in a hand grenade attack at oil pump in Thoubal District on June 5.
35491	2013	11	pakistan	At least three persons were killed and 16 others were injured in a blast in Sattelite Town area of Quetta (Quetta District), the provincial capital of Balochistan, on November 21, reports Dawn.
13431	2014	4	india	The Times of India reports that with a week to go for the final phase of Lok Sabha (Lower House of Indian Parliament) election in Assam, the administration is concerned over the use of illegal weapons in the State s Bodoland Territorial Area Districts (BTAD), which is known to be the hotbed of Bodo militants. Election is scheduled to be held in BTAD that falls under Kokrajhar (ST) LS seat on April 24. A number of Bodo insurgent groups and the anti talks faction of the I K Songbijit faction of National Democratic Front of Boroland (NDFB IKS) faction are active in the region. IGP (BTAD) L R Bishnoi said, More than 90 licenced arms in BTAD have been collected following the Election Commission s safety norms. The rest will be collected in a day or two. However, the use of illegal weapons by Bodo militants and some activists of political parties are worrying the administration. In Baksa district, at least 29 illegal arms have been seized so far, besides several grenades and explosives. We have intensified our operation against NDFB (S) and police have succeeded in eliminating at least five ultras. Incidents of violence among political parties are also worrying us, Bishnoi said. In Chirang, Police have so far seized two AK 56 guns, two pistols and two grenades, he added. At least six cases of violence between supporters of Bodoland Peoples Front (BPF) and Bodoland Peoples Progressive Front (BPPF) have been reported in the last few days. ishnoi said, Besides the existing force, eight additional companies of security forces have already been deployed in BTAD. Of them, four are in Baksa, two in Udalguri and one each in Chirang and Kokrajhar. The Telegraph reports that Independent candidate Urkhao Gwra Brahma Brahma on April 16 filed a complaint with the chief electoral officer and returning officer of Kokrajhar (ST) parliamentary constituency against the BPF and its president Hagrama Mohilary accusing him of indulging in large scale violence and intimidation by using sophisticated arms. In his complaint letter, Brahma, the consensus Independent candidate of the All Bodo Students’ Union and its allies, said the situation in Baksa District was volatile and not conducive to free and fair elections if the situation spun out of control. Sporadic incidents of pre poll violence were reported from several parts of Baksa under Kokrajhar constituency, forcing the District administration to order a flag march in the evening of April 16 at Mushalpur.
33739	2013	7	pakistan	Two officials of Bomb Disposal Squad (BDS), identified as Assistant Sub Inspector (ASI) Alamgir Shah and constable Mohammad Junaid were killed when they were trying to defuse an Improvised Explosive Device (IED) in Jamalabad locality of Swabi District, reports Dawn. The explosive device was planted outside the main gate of a Government school for boys. The local people informed Police about presence of the devices outside the buildings of three schools including Government middle school for boys, Government primary school for boys and Government middle school for girls in Jamalabad. The BDS squad was defusing the first device outside the middle school for boys when it exploded, killing two members of the squad,” said an officer. The other four devices were safely defused, he added.
19635	2014	3	pakistan	Adviser to Prime Minister on National Affairs, Irfan Siddiqui on March 13 said that the talks had entered a crucial stage and the two member Taliban talks committee would give a report about its talks with the Taliban leadership after its return from Miranshah in North Waziristan Agency of Federally Administered Tribal Areas (FATA) within two days, reports Daily Times. He said that after the report from the Taliban committee, a decision would be taken on how to take forward the talks process. Irfan Siddiqui said after the report it would be clear whether the Taliban would hold direct or indirect talks. The Taliban would make some demands and some demands would come from the Government, he explained.
48667	2012	7	pakistan	A passerby was killed while 27 others injured when a roadside bomb struck the contract vehicle of Pakistan Space Upper Atmosphere Research Commission (SUPARCO) at the Mawach Goth. The bomb struck the vehicle carrying 40 SUPARCO employees in the precincts of Saeedabad Police Station. Bomb Disposal Squad (BDS) officials said the bomb was a locally made box, which carried two to three kilograms of highly explosive material. It was fitted in a bicycle and detonated with a remote controlled device. The blast came as a second such attack on SUPARCO employees after terrorists from Lashkar e Jhangvi (LeJ) targeted a SUPARCO bus carrying Shiite employees to Friday prayers in 2003. Meanwhile, a Policeman was shot dead in an encounter that took place in Gharibabad Goth within the precincts of Malir City Police Station. According to Police, following a tip off their team reached Gharibabad Goth to conduct a raid. As soon as the Police party reached the site, armed assailants ambushed them and opened indiscriminate fire. In the ensuing crossfire, Constable Mushtaq Ahmed, sustained injuries and died later.
23132	2014	7	srilanka	Sri Lanka is urging the United States (US) to avoid letting human rights concerns dominate the relationship between the countries five years after the end of a civil war that killed as many as 40,000 civilians, reports Colombo Gazette on July 17. Sajin de Vass Gunawardena, a lawmaker and Coordinating Secretary to President Mahinda Rajapaksa, said in an interview in Washington that reconciliation in Sri Lanka is occurring at a “rapid pace” and the Government is focused on strengthening its economy. Human rights issues shouldn’t hinder closer economic ties with the US. He added that “Since after the war ended we’ve been really one sided on human rights, we are at the crawling stage so far, so let us walk and then run perhaps.”
12173	2014	1	india	Four Government workers including three panchayat (local self government institution) level staff and a Prime Minister Rural Development Fellow (PMRDF) were taken hostage by Communist Party of India Maoist (CPI Maoist) cadres from Nakania village in Pirtand block in Giridih District of Jharkhand on January 25, reports The Hindu. The four were identified as panchayat sewak (worker) Maqsood, rozgar sewak (employment worker) Shambhu Pandey, village level worker Chandra Dev, and Sai Vamsi Wardhan, who belongs to Andhra Pradesh and had been working in Giridih under a fellowship offered by the Ministry of Rural Development to young professionals to help implement government schemes in north eastern States and States affected by Maoist conflict. The District Police and the Central Reserve Police Force (CRPF) launched search operations in the area on January 26 however no demand in exchange for their release was received till January 26 night.
16132	2014	8	india	Nagaland Post reports that the IK Songbhijit faction of National Democratic Front of Boroland (NDFB IKS) militants, on August 21, released the execution video of a girl (allegedly a Police informer) whom they killed to avenge the killing of five of their cadres by Security Forces on August 20. The video, which has been dubbed as an execution by the NDFB, shows the girl lying in a pool of blood on the ground. The militants threaten more killings and have released the video ‘to warn others’.
17781	2014	11	india	Suspected Communist Party of India Maoist (CPI Maoist) cadres killed a tribal village headman, identified as Radhaya Sirika (60), in Siriguda village under Narayanpatna block in Koraput District on November 6, reports The Times of India. Though the modus operandi of the killing is similar to that of Maoists, Police are yet to confirm their involvement. The assailants slit the throat of the victim with a sharp edged weapon. No Maoist poster or banner was found near the body, Superintendent of Police (SP) Charan Singh Meena said. Police claimed the deceased was never a ‘Police informer’ and he might have been killed for some other reason. The reason behind the killing will be known once we complete our inquiry, he added.
32695	2013	4	pakistan	Sardar Akhtar Mengal, the President of the Balochistan National Party (BNP), on April 7 said, in a huge party gathering at the Hockey Stadium of Pakistan Railways adjacent to the Governor’s House and the Civil Secretariat in Quetta (Quetta District), the provincial capital of Balochistan after returning from his four year long self imposed exile, “the huge gathering spoke volumes about the defeat of the enemy who had been using ruthless power to subdue the Baloch.” He categorically declared that with the consultation of the party leaders and workers, the BNP could review its decision of participating in the next elections if the missing persons are not recovered and the dumping of mutilated bodies continues. “BNP is very much present on the ground and it had emerged stronger during these days. No power on earth can wipe out the BNP from politics,” he added. He disclosed that intruders were sent in the party by the Establishment in order to destroy the BNP but they failed. “We had not seen any form of development in Balochistan during the so called democratic Government. Instead, we have seen dead bodies of our youth thrown in the open, including the late Habib Jalib, a former Secretary General of the BNP, who was gunned down by the death squad in the broad daylight,” “There is no place in Balochistan where mutilated bodies of the missing Baloch youths are not thrown,” Sardar Akhtar Mengal told his audience.
5298	2015	9	india	Showkat Ahmed Bhat (36), arrested by National Investigation Agency (NIA) in connection with Udhampur terror strike on a Boarder Security Force (BSF) bus that left its two personnel dead, was brought to New Delhi on September 6 for a scientific analysis of his statements and will be subjected to a lie detector test, reports Daily Excelsior. A resident of Pulwama District, Bhat was arrested on September 1 by NIA which is probing the case in which two Lashkar e Toiba (LeT) terrorists from Pakistan attacked a BSF bus at Samroli in Udhampur and killed its two personnel. NIA said that Bhat was allegedly involved in transporting a group of four LeT terrorists from Baba Reshi in Baramulla District to south Kashmir soon after they had infiltrated India from Pakistan occupied Kashmir (PoK). He is said to be an overground worker of LeT.
30081	2013	10	india	Meanwhile, two Pakistani rangers were killed in return fire by Indian Paramilitary Forces in RS Pura Sector of Jammu District on October 17, reports India Today. Border Security Force (BSF) officials said that Pak rangers started firing at the Kharkolla post. The BSF retaliated to Pakistani firing and caused massive damage to their post. Two Pakistani soldiers were killed in the operation, they said.
61078	2011	6	pakistan	It has been revealed that a photograph purporting to show Kashmiri after his death — which was posted along with a statement from HuJI on the Shamukh al Islam jihadist Internet forum — was actually a picture of Abu Dera Ismail Khan, a Lashkar e Toiba (LeT) militant killed during the November 26, 2008 Mumbai terrorist attacks (also known as 26 11). Kashmiri, 46, has a thick beard and lost an eye while fighting in the Afghan jihad. The photo released by the HuJI shows a man who also appears to be missing an eye but is clean shaven. Arif Rafiq, editor of The Pakistan Policy Blog, pointed out that the Urdu statement issued on June 4 about Kashmiri’s reported death had misspelt the HuJI’s name twice.
27607	2013	6	india	The State Government is ready to hold talks with the Communist Party of India Maoist (CPI Maoist) and it would welcome any Maoists who wanted to surrender themselves and join the mainstream of life, Karnataka Chief Minister Siddaramaiah said in Bangalore on June 18, reports The Hindu. In an interaction with the media at his official residence, Siddaramaiah maintained that the Left wing extremism (LWE) problem was ‘not very serious’ in Karnataka. “Only three or four Districts are affected by this problem,” he said. However, his Government was serious in taking up development work in backward regions and forest areas prone to Left wing extremism. Asked whether Karnataka’s stand on the issue was not contrary to the Union government’s decision to act tough on Maoists, Siddaramaiah said, “This is the stand of my Government. We appeal to all those involved in these activities to come forward for a dialogue across the table.” State Home Minister K.J. George said on that the Government would recruit 8,000 Police personnel this year in the State. Addressing presspersons after chairing a review meeting on the implementation of development work in naxalite affected areas, George said that there was a shortage of 19,000 police personnel as recruitment had not been taken up in the last three or four years. As far as Maoist affected areas were concerned, the Police would recruit tribal youth from these areas. It would provide some relaxation in education and other parameters while recruiting policemen in these areas. The Government would set up an Anti Terrorist Squad in the place of Anti Naxalite Force. This squad will be given training not only in dealing with terrorism but also jungle warfare. To a question, George said that the Chief Minister had urged the Centre to include Karnataka in the list of Maoist affected States to get more funds for development work in such areas. Asked how the list of Maoist affected Districts had gone up from four to seven in the State, he said that when the Police took action in the affected Districts, the Maoists moved to the neighbouring Districts. There were about 30 Maoists in the State. Some of these 30 were from other States. The Government had hiked the amount paid under the Maoist surrender package. The relief amount for a surrendering Maoist had been increased from INR 200,000 to Rs. 500,000, he said and added that the amount for surrendering an AK 47 rifle had been increased from INR 15,000 to INR 30,000.
