index	year	month	location	news
18801	2014	12	india	A Police constable was killed and two other Policemen were injured in a Communist Party of India Maoist (CPI Maoist) assault at Itkhori in Chatra District on December 24, reports Hindustan Times. Superintendent of Police (SP) SN Jha said the Maoists attacked a Police party, triggering the encounter near Bhadrakali temple, which comes under the purview of Itkhori Police Station.
49355	2012	8	pakistan	At least two people, identified as Amanullah and Abdul Wahab, were injured in a firing incident in the Jungle Bagh area of Chaman town in Qilla Abdullah District on August 23, reports Daily Times.
16723	2014	9	india	The Sangai Express reports that two women identified as AS Dinah, ex president of Tangkhul Shanao Long (TSL) and her niece identified as Lansophy Tangvah were killed in an Improvised Explosive Device (IED) explosion at Nitu Glass hardware shop in View land market in Ukhrul District on September 17. Two men identified as Rajendra Choudhury the proprietor of the shop and sales man identified as Gudu were also injured in the blast. It has been reported that monetary demand note was served to the store three months back demanding INR 3 million. Preliminary investigation of the blast site suggested that electronic IED was planted on the side of the hardware shop. Although the District is dominated by the Isak Muivah faction of National Socialist Council of Nagaland (NSCN IM) many other armed organizations like Manipur Naga Revolutionary Front (MNPF), Manipur Naga Revolutionary Front (MNRF), Manipur Tribal Revolutionary Army (MTRA) and Raphei Tribal Army (RTA) have started challenging the might of the NSCN IM. Nagaland Post further added that Manipur Nationalist Revolutionary Party (MNRP) was suspected by the Police to be behind the attack
23587	2013	4	bangladesh	The daylong hartal called by the Islami Chhatra Shibir (ICS), the students’ wing of JeI, was observed on April 11 amid stray incidents of violence in different parts of the country, reports The Independent. One JeI ICS cadre identified as Mansoor Ali (50) was killed and over 50 people were injured when the Police fired bullets during a clash with JeI ICS cadres at Chechuri village under Dumiria sub District in Khulna District. The clash ensued when the Police tried to disperse JeI ICS cadres who had blockaded a road in the village by burning tyres and logs. In Dhaka city, ICS cadres brought out several violent processions and involved in a clash with the Police. Two Policemen and two ICS cadres were injured during the clashes. Eight homemade bombs were also exploded sparking panic among the locals. The Police arrested 30 ICS cadres in connection with the arson from the city. In Sathkhira District, two people were injured in an attack carried out by JeI ICS cadres. Union president Habibar Rahman of the AL and local AL activist Abdul Karim Sardar were injured. In Feni District, ICS cadres vandalised a truck and a few other vehicles, and exploded at least 20 homemade bombs. In Comilla District, ICS cadres exploded four homemade bombs. The Police arrested four ICS cadres while they were organising a picket. In Khulna District, ICS cadres vandalised eight or nine vehicles and blocked the Khulna Jessore Highway with logs. Two homemade bombs were exploded there. In Bogra District, ICS cadres blocked the Dhaka Bogra highway. They also staged a demonstration there and set tyres ablaze. Two homemade bombs were exploded in the Bogra town’s Yakubia School intersection.
40994	2012	6	india	A Delhi court on June 4, 2012, refused bail to one Khalil Ahmed, an alleged aide of terrorist Dawood Ibrahim, in a 2009 case of alleged attempt to extort money from a businessman. Khalil had sought bail on the ground that the Indian Penal Code (IPC) provides a maximum punishment of seven years for the offence of extortion and he has spent a substantial period in judicial custody, pending trial.
52491	2012	6	srilanka	Swiss Director of Prosecutions revealed on June 6 that the Liberation Tigers of Tamil Eelam (LTTE) had taken fraudulently substantial funds as loans from financial institutions on the basis of false documents, reports Lank Web. It was also revealed that these funds were channelled to LTTE for purchase of arms through S. Ramachandran, a leader in the LTTE overseas front. The Swiss investigators had proceeded to Netherlands to question S. Ramachandran. Similarly, the Netherland’s intelligence services have collected information going up to 6000 giga bites. It was made clear that the new fund raising was to finance the activities of some of the LTTE fighting cadres still hiding in Sri Lanka. Ramachandran had been controlling a fund Euro 136 millions. The Netherland’s intelligence agencies have found out the names of the banks where the money had been deposited. It was found that Ramachandran had even fraudulently taken $104000 from two leading Swiss banks .At present 12 leading Tamil Tigers are in custody and the authorities have confirmed that they have enough evidence to prove their acts of fraud. The Netherland‘s intelligence agents have now discovered that a new fund has been set up to start a new war in Sri Lanka. Ramachandran had purchased gold from some of the funds and exported to a number of countries to sell through their agents.
39411	2012	3	india	India on March 27 warned that nuclear terrorism will remain a potent threat as long as there are terrorists seeking to gain access to atomic material and technologies, asserting that the best guarantee for nuclear security is a world free of such weapons. Addressing the second Nuclear Security Summit in Seoul (South Korea), Prime Minister (PM) Manmohan Singh said an India piloted resolution on measures to deny terrorists access to weapons of mass destruction had been adopted by consensus since 2002. Singh added that India backed the extension of the UNSC resolution 1540 and the work of its committee. The resolution seeks enforcement of legal and regulatory measures against the proliferation of chemical, biological, radiological and nuclear weapons to non state actors.
14149	2014	5	india	The National Investigation Agency (NIA) arrested one suspected aide, identified as Soyeb Akhtar of Indian Mujahideen (IM) operative Haidar Ali alias Black Beauty and seized explosive materials along with a laptop and a pendrive from a lodge at Bariyatu area in Ranchi city on May 22, reports The Times of India. Ranchi City Superintendant of Police (SP) Anoop Birthary confirmed the detention and recovery. The NIA and Ranchi Police conducted a raid in Bariyatu in the wee hours on Thursday when one Soyeb Akhtar was detained, said Birthary. Soyeb was staying at a lodge in Bariyatu and was allegedly in touch with Haidar Ali, a Police officer said.
4775	2015	8	india	Separately, on August 6, a linkman of IKS Songbijit faction of National Democratic Front of Bodoland (NDFB IKS), identified as Langrai Wari was arrested from Gopsarai village in Sonitpur District, reports The Telegraph. A .22mm pistol, a Chinese grenade and six rounds of live ammunition were recovered from him.
27262	2013	6	india	Kurasam Mothi Bai alias Madhavi (40), Communist Party of India Maoist (CPI Maoist) south Bastar division committee secretary and wife of North Telangana Special Zonal Committee (NTSZC) secretary Chandranna, and two others were arrested by the Police after a 20 km long chase on the Bhadrachalam Kothagudem main road near Palvancha town in Khammam District on June 3, reports The Hindu. According to Police sources, the other two arrestees were identified as A. Prudvi (22), a student of integrated MA course of Hyderabad Central University and his father A. Dharmaraju (50), a railway employee of Chirala in Prakasam District. Sources said that the car carrying the trio overturned after hitting a roadside pole while negotiating an empty jeep kept as a road barrier by the local Police at Peddamma Thalli temple, a few km from Palvancha. It is suspected that Madhavi was heading towards Vijayawada to undergo treatment for an ailment. It is suspected that Prudvi was associated with a student organisation, a “secret” frontal organisation of the banned outfit, he said, adding that further investigations were under way to ascertain the antecedents of the duo. The Times of India adds that Prudvi confessed that he had left the campus a few months back to join the Maoist party. Prudvi also claimed that he was a member of the Telangana Vidyarthi Vedika of the Hyderabad Central University.
10133	2015	8	nepal	Separately, the parliament meeting on August 24, denounced the brutal killings of seven SF personnel and a two year old boy in Tikapur of Kailali District and appealed to the general public, political parties, civil society and other organizations to maintain social harmony, reports Myrepublica.com. This House meeting strongly condemns the incidents aimed at disturbing social unity, said Speaker Subas Nembang at the parliament meeting. He said a show of dissatisfaction in the final stages of Constitution making is natural. But such a violent expression of dissatisfaction can never be acceptable. Nembang also urged security agencies and local administration to carry out their duties with an unflinching commitment and restraint. Earlier, PM Sushil Koirala addressed the meeting and assured all disgruntled groups that their genuine grievances would be addressed through amendments to the draft constitution. The constitution is not going to be written in stone. It can be changed in line with public aspirations and we are always ready for that, said the PM at the House meeting. So, I request all sides to exercise restraint and be aware of the elements that are hell bent on disrupting the constitution making process.
49762	2012	9	pakistan	Four civilians were killed and two others injured when a mortar fired by militants struck a house in Akkakhel area of Bara tehsil (revenue unit) in Khyber Agency. Lashkar e Islam (LI) militants have been targeting the homes of Akkakhel tribesmen since area residents formed a peace committee almost a year ago, Political Tehsildar Ghulam Farooq said. “All the four killed and two injured belonged to one family,” he said.
20441	2014	6	pakistan	Two target killers were killed on June 8 during a Police encounter at Mattani Bazaar of Peshawar, the provincial capital of Khyber Pakhtunkhwa, reports Dawn. Station House Officer (SHO) Mattani Police Station, Fazle Wahid confirmed that four militants opened fired on Police personnel after which they counterattacked the militants, killing two suspects on the spot and injuring the other two. Six passersby including a woman were also injured in the incident.
40796	2012	5	india	Unidentified persons lobbed a hand grenade and fired one round of shot at the home of Block development Officer (BDO) Chanambam Mineshwar at Jiribam Bidyanagar in Imphal east District at around 7.15 pm on May 26. It is reported that Kangleipak Communist Party (KCP) demanded INR 500, 000 from Mineshwar.
22996	2014	5	srilanka	Military Spokesman Brigadier Ruwan Wanigasooriya said that Army, Navy and the Police have launched an extensive search in the general area of Ichchilampattai in Trincomalee District after the recovery of a T56 weapon with several rounds of ammunition in a bag at Lanka Patuna beach near a Naval detachment on May 5, reports Colombo Page. He further added that a joint Army, Navy and Police investigation and search is underway and so far no arrests have been made. The Military authorities also said that there is a renewed attempt to revive the Liberation Tigers of Tamil Eelam (LTTE) in the North and investigations into the activities of former LTTE operatives have resulted in several arrests which in turn have led to recovery of arms, ammunitions, explosives and other material that were in their possession.
51277	2012	12	pakistan	Basic humanitarian services for more than 771,000 displaced people from Khyber Pakhtunkhwa and FATA are facing discontinuation by the end of the year due to a USD 78 million funding shortfall among humanitarian partners, UN Office for the Coordination of Humanitarian Assistance (OCHA) said in a report on December 17, reports Dawn. According to the report, over 18,000 families living in three camps for temporarily displaced people in Khyber Pakhtunkhwa and FATA will not receive tents and other shelter items through harsh winter as planned in the fall. “Humanitarian partners will discontinue the provision of return packages comprising basic relief items to more than 390,000 people returning to their houses in safe areas in FATA. Around 20,000 families returning to either uninhabitable damaged houses or severely damaged houses in five FATA agencies will not receive shelter support unless more funds were immediately secured.” The report said at the end of 2012, thousands of families in conflict affected districts of Khyber Pakhtunkhwa and FATA and, flood affected areas of Balochistan, Sindh and Punjab remained in need of humanitarian assistance. It said while donors made generous contributions of over USD 290 million to Humanitarian Operational Plans for both complex emergency in Khyber Pakhtunkhwa and FATA and flood affected areas during the year, the humanitarian community still needed another USD 160 million to continue assisting people.
44782	2012	11	india	Unidentified assailants on November 16 fired randomly on a group of persons at Jiaguri under Kokrajhar Police Station killing four persons, reports The Hindu. Inspector General of Police Bodoland Territorial Area District (IG BTAD) S N Singh told PTI on November 17, “Monokumar Brahma alias Jalja, a member of BTAD, was arrested early today in connection with the killing”. “Two AK47 rifles, magazines of AK47 rifles and 60 rounds of assorted ammunition were seized from his bedroom. He is currently being interrogated,” he said.
51401	2012	12	pakistan	Unidentified militants blew up the house of a known tribal businessman and former parliamentarian, Haji Muhammad Shah, in Sepah area in Bara, reports The News. The sources said that around a dozen militants placed explosives close to the house of Muhammad Shah and triggered the explosions with a remote control device. The sources added the militants also took away material including the gates, bricks, furniture and iron rods from the house.
33437	2013	6	pakistan	In a Separate incident, a cadre of Sipah e Sahaba Pakistan (SSP), identified as Shafiq Aka Baba was killed and his friend, identified as Saeedur Rehman, was injured near Disilva Town.
13139	2014	3	india	A cadre of the Zomi Revolutionary Army (ZRA) suffered injury in retaliatory firing by Assam Rifles (AR) troops and his three other accomplices were arrested in the night of March 29. The incident happened when the ZRA cadres opened fire at a group of 7 AR troops near the Axis Bank ATM Booth located at Old Bazaar of Lamka town in Churachandpur District. While the injured cadre was identified as Lulun Nuala Paite, the three arrestees have been identified as D Paula Vaiphei, Amilan Paite and Pumkan. Two 9 mm pistols and five live rounds were also recovered from their possession.
59604	2011	1	pakistan	Three persons, including two minor girls, were injured in a bomb blast under the Pishtakhara Police Station of Peshawar, the provincial capital of Khyber Pakhtunkhwa on January 10, reports Daily Times. Muhammad Imran, an official of the Pishtakhara Police, said that the bomb was planted in a garbage dump and went off when the girls, Shazia and Maryam, were passing by it. Another person was also injured besides the girls.
24887	2013	1	india	Two suspected cadres of the Communist Party of India Maoist (CPI Maoist) died in a blast while carrying explosives on a two wheeler near Bhusuwa village at Ichak in Hazaribagh District on January 26, reports The Times of India. Officer in Charge (OIC) of Ichak Police Station Rama Shankar Singh said, The two were carrying about 300 pieces of explosives in a bag and sped away in a bid to escape the Police dragnet. Suddenly one of their cellphones started ringing and the explosives which they were carrying got ignited and exploded with loud noise….. The explosion was so severe that victim Vijay Yadav s leg was blown off while the body of other victim Sanjay Ram, who was sitting on the pillion, was badly mutilated, added the OIC.
24573	2013	1	india	Seven Central Reserve Police Force (CRPF) troopers were killed and 12 critically injured in an encounter with the Communist Party of India (Maoist) cadres at Karmatiya forests of Latehar District of Jharkhand on January 7, reports The Times of India. Two Maoists were also killed, the Police said quoting villagers. Hundreds of Maoists ambushed 200 odd troopers patrolling the forest around 10.30am, in what is being seen as a possible retaliation to ‘Operation Anaconda II’ in Saranda forests. In the gun battle, which went on for more than eight hours, several Police personnel were critically injured, two of whom belong to Jharkhand Jaguar. The encounter ended around 8 pm. Deputy Inspector General of Police (DIG), Palamu range, Praveen Singh confirmed the deaths. Six companies of CRPF and two of Jharkhand Jaguar were combing the Karmatiya jungles when the ambush took place. According to Jharkhand Police figures, a total of 24 persons were killed in Latehar in 2011 by the Maoists. The Indian Express, however, reported that one Jharkhand Jaguar Special Task Force Policeman was shot dead by Maoists and three CRPF troopers were missing. The Maoist group involved in the encounter is believed to have been headed by Arvind, an important leader thought to be holed up in the area for the past 25 days. The CRPF had been camping there since December 20, 2012, to try and capture him. The encounter, named ‘Operation Saamna’, involved about 220 CRPF and some Jharkhand Police personnel. Officials claimed at least four Maoists were killed, but no bodies have been recovered.
36548	2013	10	nepal	Ten persons were injured in a clash that took place between Nepali Congress (NC) and Mohan Baidya led Communist Party Nepal Maoist (CPN Maoist Baidya) cadres at Bhiyee village of Mugu District on October 13, reports Nepal News. CPN Maoist Baidya cadres reportedly attacked a door to door election campaigning by the NC party. NC claimed that the CPN Maoist Baidya cadres pelted stones at its door to door programme while the CPN Maoist Baidya said that they retaliated after they came under attack from the NC cadres. The incident site is two days walk from the District headquarters Gamgadhi.
28551	2013	8	india	The Hindu reported, 12 militants were killed in Jammu and Kashmir (J K) since July 29. Sources said that on July 29, four militants were killed when Army foiled a major infiltration attempt on the Line of Control (LoC) in Kupwara District. On July 30 four militants were also killed in two simultaneous operations in Machhil Sector of Kupwara District. In the following operation four more militants were killed in an encounter with the Army in Hafrooda forests of Kupwara District.
50453	2012	10	pakistan	at least three Policemen, including an Assistant Sub Inspector (ASI), were injured when armed militants ambushed a Police mobile within the limits of Shalkot Police Station in fruit market area of Hazar Ganji in Quetta on the night of October 24, reported The Express Tribune. The injured were identified as ASI Gulam Rasool, Constable Abdullah and Aziz.
26824	2013	5	india	Union Home Secretary R.K. Singh on May 6 said that India s challenge to fight terrorism will increase when the North Atlantic Treaty Organisation (NATO) and allied forces pull out from Afghanistan in 2014, Indian Express reports on May 7. Singh said, Our challenge will be further when withdrawal of NATO forces takes place from Afghanistan. The problems will multiply. All the terrorists, Taliban etc, will turn their focus towards us. While referring to Indian Mujahideen (IM), Singh said it s difficult to detect the movement of these terrorists because they (IM terrorists) move in ones and twos and have local linkages and places for shelter within the country . He also said that it was high time that officials got serious with the issue of theft of explosives. I think it has not permeated into their (officials) consciousness that the theft of explosives is not happening only for making money, but has a terrorist dimension too, he said. Singh made a candid admission during his speech when he said that a lot of explosives was getting leaked . Unfortunately, the material for making bombs is easily available despite our efforts to make it more and more difficult. Unfortunately, there is a lot of leakage (of explosives) happening because our mechanism for inspection... and officials to check this are not doing what they are supposed to do, he said.
41337	2012	6	india	Following inputs from the three arrested National Liberation Front of Tripura Biswamohan faction (NLFT BM) militants, Tripura Police conducted searches in 10 locations across the State in the past 24 hours, reports Times of India. Sources said during a search in the houses of arrested militants, who have been provided Government accommodation under rehabilitation package following their surrender in 2004, Police in Agartala had seized some incriminating documents belonging to the outfit. The seizure also included a letter addressed to NLFT BM ‘Chairman’ Biswamohan Debbarma in Kokborok dialect. The news report states that NLFT BM has recently recruited some 70 freshers in the outfit, who are now undergoing arms training in Myanmar and Bangladesh. In addition, Biswamohan keeps shifting his base between Bangladesh and sometimes in Aizwal (Mizoram) and the surrendered people were actively associated with NLFT BM network, taking advantage of the rehabilitation package. According to the report, NLFT BM has been suffering from shortage of funds for the past one year and they could not even pay arms rent to Nationalist Socialist Council of Nagaland Khaplang (NSCN K). As a result, the NLFT BM wanted some money to procure arms and repay the rent. SFs had arrested three former NLFT BM militants and collaborators, Dhanu Koloi, Bishu Koloi and Ratasree Koloi on June 17.
8377	2015	6	pakistan	Meanwhile, the Human Rights Commission of Pakistan (HRCP) in a statement issued on June 3 expressed concern over the number of executed death row prisoners in Pakistan this year reaching 135, the highest for any year in a decade, reports Dawn. HRCP has called for halting executions and abolishing capital punishment. The Commission said, “The resumption of executions as well as the pace with which they are being carried out is a matter of concern. The state of Pakistan executed 134 persons in the 12 months of 2007. In a little over five months in 2015, that number has already been exceeded. What is even more troubling is that this figure has been reached when nearly seven months of the year are still left. “Dozens of death row prisoners have been executed. In December 2014, seven prisoners were hanged. In January, 13 executions took place, while four convicts were hanged in February. The number shot up to 42 prisoners in March, 36 in April and 37 in May. At this pace, Pakistan would be among the states most keen to execute people,” the statement read further.
34777	2013	9	pakistan	An Assistant Director of Karachi Development Authority (KDA), identified as Abdul Jabbar Mangi (55), was shot dead and his driver, Naeem Fazal (30), was wounded when unidentified militants on motorcycles resorted to indiscriminate firing at his vehicle in Korangi area within the jurisdiction of Zaman Town Police Station in Korangi Town on September 27, reported Daily Times.
12644	2014	2	india	Chief Minister (CM), Manik Sarkar on February 24 said that altogether 72 persons were abducted and three others killed during the past three years in insurgency related incidents, reports The Shillong Times. Sarkar said the insurgency was on the wane as none was killed by the militants in 2013 and 10 persons were abducted during the time, but all of them had returned. In the last three years 92 insurgents of different underground groups have surrendered, he said. However, the CM said, there was no room for complacency and security forces remained alert to thwart any attempt by insurgents of any such attack.
30974	2013	12	india	In a bid to prevent a November 26, 2008 (26 11) like situation in which Mumbai Police were unfamiliar with the layouts of the Taj Mahal, Trident hotels and Nariman House when terrorists struck and then holed up for nearly 48 hours, the City Police are putting the Quick Response Team (QRT) personnel through a training module to acclimatise them with the internals and externals of 152 vital installations, Pune Mirror reports on December 3. Deputy Commissioner of Police (Special Branch) M.B. Tambade commented, “The QRT is conducting recces and mock drills at sensitive installations. In case of private institutions, we give written instructions regarding loopholes in their security plans to their owners. The list, refreshed recently, places 16 installations including the Dagdusheth Temple, Lal Deval, the Osho Commune, Chabad House in the hypersensitive category, as well as several Defence installations such as the National Defence Academy, Southern Command headquarters, Defence Research and Development Organisation (DRDO) among others. “The team will have an edge over the adversaries during crisis. The QRT is capable of responding to any crisis till NSG arrives,” an officer pointed out. A security audit of the installations is done every three months by the local police station and the Special Branch, State Intelligence Department (SID), Intelligence Bureau (IB) and the concerned authorities are apprised of the loopholes and effective measures are suggested, police said.
64354	2011	9	nepal	Nepal News reports that Prime Minister Baburam Bhattarai on September 9 claimed that there will be a breakthrough in constitution drafting in a day or two . The dispute resolution sub committee has already settled a number of issues. You will see some breakthrough in a day or two, Bhattarai said, answering media queries after the announcement of Government s relief package to the people during a programme organised in Singha Durbar
46189	2012	2	pakistan	Eight persons including three Policemen were injured when a man hurled a hand grenade at them on Bara Road in suburbs of Peshawar, reports Dawn. An official said that an unidentified man hurled a hand grenade on Policemen when they were sitting at a roadside makeshift restaurant in Batatal area.
61303	2011	6	pakistan	Explosives and hand grenades were recovered from Islamabad’s fruit and vegetable market on June 24, reported Dawn. The recovery of explosives and hand grenades was made from a car parked in the market.
57967	2011	10	india	Kanglaonline reports that unidentified militants left a Chinese made hand grenade at the residence of a councilor, identified as Wahengbam Premananda alias Angou (34), at Lilong Arapti Mapal under Irilbung Police station in Thoubal District on October 2. According to the councilor he has been intimidated several times earlier, including firing gunshots at his residence by armed persons.
6732	2015	12	india	There are five takeaways from the Bangkok meeting of the India s National Security Adviser (NSA) Ajit Doval and his Pakistani counterpart, Nasir Janjua, and foreign secretaries, S Jaishankar and Aizaz Ahmed held on December 6, at Bangkok, Thailand, reports The Times of India. First, both countries are done with their grandstanding, and after months of harsh rhetoric and a diplomatic sulk, they have come to the conclusion that engagement is the better part of valour. Second, both countries climbed down to make this happen. India needed talks to be on terrorism, which it was. Doval and Janjua discussed all aspects of terror and instability, including looking at the Kashmir issue from the terror angle. On the other hand, India gave in to a Pakistani demand to hold simultaneous Foreign Secretary level talks on Kashmir. Third, meeting in Bangkok overcomes the Hurriyat hurdle. The Pakistanis are spared the pressure of meeting the separatists and the Indians are spared the necessity of shutting that down. Fourth, a third country keeps an intrusive, polarized and high decibel sub continental media at bay. Over the years, successive Indian and Pakistani governments have blamed the media for vitiating the atmosphere and making things difficult for them. Fifth, the talks prepares the ground for India s Foreign Minister, Sushma Swaraj s trip to Islamabad next week. Modi is now more than likely to be in Islamabad for the SAARC summit in 2016. In addition, India can remove the bilateral problem from the table when the world discusses a solution to Afghanistan.
18635	2014	12	india	A bomb was recovered from a pit while draining water out of it at Khundrakpam Mayai Leikai of Imphal East District in the evening of December 16, reports The Sangai Express. The bomb was picked up by a Bomb Disposal Squad of Manipur Police.
48596	2012	7	pakistan	Despite tall claims of Government and Police, there is no respite in the targeted killings in Karachi, as according to the data of Human Rights Commission of Pakistan (HRCP), targeted killings and other crimes have claimed at least 1,257 lives in Karachi during last six months, reports Daily Times. According to statistics compiled by the HRCP Karachi chapter, a total of 1,257 people were killed in the city during first six months of 2012, with 972 fall prey to targeted killings, which is 77 percent of the total killings, on different grounds, including sectarian, personal enmities, bomb blasts, Lyari gang war and abduction. While during first six months of 2011, the figure was 1,138.
16050	2014	8	india	Security Forces (SFs) arrested an active female militant of Kanglei Yawol Kanna Lup (KYKL) identified as Athokpam Rita Devi from 2nd MR Gate of Thangmeiband Yumnam Leikai near the foothill of Cheirao Ching in Imphal West District on August 17, reports Kanglaonline. A 9mm pistol along with 9 rounds in the magazine, 11 numbers of 9mm ammunition, 30 ammunition of M20 Pistol and a mobile phone handset along with 2 SIM cards were recovered from her. It was later revealed that she was involved in extortion of huge sums of money from the general public, private firms, Government Offices, businessmen, contractors etc. Further investigation also revealed that she had recently extorted a sum of INR 100000 from an unidentified person in Nagamapal in Imphal West District.
46247	2012	2	pakistan	Around 7,000 children were abducted in 2011 and of the total, a large number belonged to Karachi, a report published by the Human Rights Commission South Asia (HRCSA) on February 19 highlighted, stating that abduction noticeably increased in 2011, reports The News. Research of a hundred Police Stations of Karachi by the HRCSA showed that around 3,090 parents filed First Information Reports (FIRs) for lost children in 2011. Further classification by the HRCSA showed that the number of missing boys is around 2,500, whereas the number of girls is around 600, with their ages ranging between 11 and 12. However, there are some cases with children even younger than that.
60464	2011	4	pakistan	Unidentified terrorists blew up a commercial market belonging to a Naib Subedar of the Levies Force in Ferozkhel area of Lower Orakzai Agency causing a loss of PNR 8 million on April 19, reports Daily Times.
35176	2013	10	pakistan	A private school, Al Mehran School, was attacked for refusing to pay extortion on October 28 in Ghaziabad area of Orangi Town, reports The Express Tribune. The school administration explained that they received demands to pay money to a group a while back but they admitted that they weren’t expecting an attack.
