index	year	month	location	news
29963	2013	10	india	Meanwhile, Army Chief General Bikram Singh on October 9 said, For peace to return to this region, which is imperative, the Pakistani army has to be made accountable. They (Pakistani army ISI) must desist from supporting terrorists, who are double edged weapons and could well inflict serious injuries on them , reports The Times of India. we have a lot of information about Pakistani army s support to the 42 terror training camps still operational across the border, a day after he directly blamed the General Pervez Kayani led force for the surge in infiltration bids and ceasefire violations along the Line of Control (LoC) this year. For long, everybody has been talking about peace and normalcy returning to J K, with various parameters being quoted. This (the surge) is an attempt by the Pakistani army ISI to vitiate the environment in the Kashmir Valley, added Gen Singh. The number of ceasefire violations has already crossed over 165 this year, the highest recorded over the last decade. As many as 105 of them have taken place just since August, barely a couple of months after Sharif took over as the PM, leading many to observe the Pakistani army Inter Services Intelligence (ISI) combine is reasserting its pivotal role on the Kashmir front. Gen Singh said India will have to wait and watch how the situation unfolds in Afghanistan after next year s drawdown of US led coalition forces from there. We will have to be vigilant about any fallout that may be detrimental to us, he said.
61642	2011	7	pakistan	At least four persons were killed and nine others injured in a blast in Chaman town of Qilla Abdullah District on July 14 (today), reports Dawn. The cause of the blast has yet to be determined.
124	2015	2	bangladesh	Police arrested 16 cadres of Islami Chhatra Shibir (ICS), the student wing of Jamaat e Islami (JeI), along with explosives, bomb making materials in Rajshahi and Feni Districts on February 1, reports The Daily Star. In Feni District, Police arrested 12 cadres of ICS after raiding two houses in Feni town. In Rajshahi District, acting on a tip off Police raided a house at Rajshahi city s Bhatapara and arrested four cadres of ICS s bomb manufacturing unit. Police recovered 10 crude bombs, bomb making materials from the house
29888	2013	10	india	On October 6 Lashkar e Toiba (LeT) operative Abdul Karim Tunda was on brought to Hyderabad (Andhra Pradesh) from Delhi by Hyderabad Police in connection with a case lodged against him here in 1998 on charges of waging war against India, reports dnaindia.com. Tunda will be produced before a local court today and we will seek his 15 day police custody to interrogate him in connection with the case lodged against him, Deputy Commissioner of Police (Detective Department) LKV Ranga Rao said. The Hyderabad Police, in its plea, had said that a case was lodged on July 2, 1998, on a complaint that ISI activities are going on in order to wage war against the government and to create unrest in India and to cause damage to internal security of India and to Hindus and their properties on a large scale.
1815	2015	2	india	Prime Minister (PM) Narendra Modi on February 27 said that his government has only one religion India first and all communities need to unite to fight against terror, reports New Kerala. The country can run only within the constitution and law. No one can take law in their hands and discriminate on the grounds of religion, Prime Minister Modi said. We believe in Unity. All communities need to unite to fight against terror, he added. Prime Minister Modi, who was replying to the debate on President Pranab Mukherjee s address in the Lok Sabha, also drew the attention of the parliamentarians to the bomb explosions that rocked Patna s Gandhi Maidan hours before his Hunkar rally in 2013. When I was in Patna in 2013, the bomb blasts took place. I had asked then, who does a Hindu have to fight with, Muslims or poverty . Both need to unite to fight against terror, he said.
5554	2015	9	india	According to latest Union Ministry of Home Affairs (UMHA) figures, kidnappings, a staple insurgent activity in the North East, has seen a significant decline this year, with the worst affected state of Assam showing a nearly 70 per cent drop in kidnapping incidents even as the recently banned Khaplang faction of National Socialist Council of Nagaland (NSCN K) outfit resorted to maximum abductions for any outfit in 2015, reports The Economic Times on September 22. The figures show that 182 kidnappings have been reported this year from the seven northeastern states compared to 250 in the same period last year and 369 in all in 2014. Assam has seen the biggest drop from 125 in 2013 and 94 in 2014 to only 24 so far this year, kidnappings in Meghalaya are down from 110 last year to 45 so far this year and the same is down to 24 in Arunachal Pradesh from 49 last year. The maximum kidnappings by any outfit in the North East this year, 34, have been done by the just banned NSCN K outfit in Nagaland and Arunachal Pradesh, followed by 24 by Khole Khitovi faction of NSCN (NSCN KK) in both these states and 15 by the Isak Muivah faction of NSCN (NSCN IM) with which a framework agreement was signed recently. In fact, Nagaland has now overtaken Assam as the state worst affected by kidnappings, reporting 55 cases already compared to 65 in all in 2014. The Naga outfits in Manipur along with NSCN K have meanwhile emerged as the most violent North East outfits this year, resorting to 65 incidents of terrorism and inflicting 27 casualties on Security Forces (SFs) this year through ambush attacks in Manipur and Nagaland on convoys of Army and Assam Rifles (AR) the total casualties of SFs this year have hence jumped almost 300 per cent to 40 from only 12 in 2014. Civilian casualties are however down to a record low at only 32 casualties this year compared to 114 in the same period last year. Tripura, where the State Government lifted Armed Forces Special Powers Acts (AFSPA) earlier this year, continues to be the most peaceful state in the North East, reporting only one violent incident, a single civilian death and two killings of SFs. Manipur, the worst affected state by insurgency in North East, has seen an improvement, with violent incidents down by nearly 25 per cent.
6210	2015	11	india	General Officer Commanding (GOC) of Srinagar based 15 Corps, Lieutenant General S K Dua, on November 3, said that there was increased pressure on militants to infiltrate before the winter, reports Daily Excelsior. “There is increased pressure on them (the militants) to infiltrate before the winter. Sometimes they just cross the Line of Control (LoC), open fire and then go back,” Lt General Dua told reporters on the sidelines of a function in Srinagar. The GOC said the infiltration from across the LoC was “next to nil” this year so far and the anti infiltration grid was fully prepared to keep it that way. Lt General Dua said the ceasefire violation at LoC in Gurez sector of North Kashmir Bandipora District on November 2, which left two soldiers dead, was part of an effort to push militants into Kashmir. “It (ceasefire violation) seems to be an attempt to infiltrate more terrorists before the snowfall along the LoC,” the GOC said. Asked about the ceasefire violation in Gurez as it was not a traditional infiltration route, Lt General Dua said “They might have changed the tactics. The grid is coordinated and we are ready to take on the challenge.” The GOC said that militants are making desperate attempts to infiltrate and robust counter infiltration is foiling their attempts. “There has been no let up in the intent (to infiltrate) but the robust anti infiltration grid has ensured that the attempts are foiled,” he said. Lt Gen Dua said, intelligence inputs suggest that over 300 militants are at various launch pads across the LoC waiting for an opportunity to infiltrate.
34154	2013	8	pakistan	A Deputy Superintendent of Police (DSP), Qasim Ghauri, and an Assistant Sub Inspector (ASI) of Police, Aslam, were killed while the Station House Officer (SHO) Haider Zaidi and two other constables were injured on August 15 during a six hour long operation to arrest a gang of extortionists in the Gulshan Town of Karachi District, the provincial capital of Sindh, reports The Express Tribune. The operation was carried out against gangster Zamin Shah Chandio, who was hiding in the settlements of Hussain Hazara Goth and Madho Goth near Safari Park in the Gulistan e Jauhar area of the Town. In retaliation the Police killed Zamin Chandio, along with his three accomplices Ilahi Bux Chachar, Ardillo and Sunbul Ahmed. According to Police details, Chandio had refused to pay bribe to the Gulistan e Jauhar Police Station and allegedly assaulted its Police Constable, Waseem. When the injured constable returned, the Police team went to raid the gangster’s hideout. However, the gangsters opened fire at the Police team killing Police officers. In retaliatory firing the gangster along with his accomplices was shot dead. Deputy Inspector General (DIG) Tahir Naveed, who was supervising the entire operation, criticised the Policemen occupying lower ranks in the Department. “Some black sheep of the Police Department were involved in giving permission to some criminals to run their illegal activities in the area,” he pointed out, adding that these Policemen had allowed gambling dens, land grabbing and extortions to take place under their patronage. “These same elements were involved in the Police encounter.” However, the leader of Jeay Sindh Tehreek (JST), an offshoot of Jeay Sindh Qaumi Mahaz (JSQM), Habib Jatoi admitted that the deceased were their party activists and the Police shot them dead in a fake encounter. When the Police reached the area, the activists surrendered themselves, he claimed. “Basically, it was an extra judicial killing.”
21692	2014	11	pakistan	Police on November 14 killed five Tehreek e Taliban Pakistan (TTP) militants in an encounter in Gulshan e Buner area of Landhi Town in Karachi, the provincial capital of Sindh, reported Dawn. Senior Police official Rao Anwar said, “Police asked the militants to surrender, but they opened fire, after which police responded,” he added. “Five terrorists were killed in the exchange of fire,” Anwar said, adding that a large stash of weapons was recovered from the scene.
37590	2012	11	bangladesh	Islami Chhatra Shibir (ICS) cadres on November 23 hurled a bomb and brickbats on Police in Jessore town of Jessore District while the Police besieged a student s mess allegedly controlled by the ICS, reports The Daily Star. In return, Police fired two blank shots and arrested 12 ICS cadres from the mess who gathered there to plot subversive activities.
24073	2013	10	bangladesh	In Sathikra District, a JeI cadre identified as Shafiqul Islam was killed at Shyamnagar sub District in violence when AL activists had attacked a JeI procession in the area. He died after being hit with a stone the AL activists had hurled. He died on the spot.
1543	2015	2	india	A 35 year old man, identified K. Benny, was found killed of bullet injuries around midnight on February 12 in a forest area close to the Bhavani river at Chindakki near Attappady in Palakkad District, reports The Hindu. Police said K Benny was shot by unidentified assailants. The incident took place when Benny along with his friend Sheli was fishing in the river. Though the Police suspect it to be a case of Communist Party of India Maoist (CPI Maoist) attack the local people want a probe into the presence of the two youth at the isolated location late night.
35884	2013	12	pakistan	Bomb Disposal Squad (BDS) personnel defused a bomb, weighing eight kilograms, on Saeed Ahmed Khan Road in Quetta on December 25, reported Dawn. Police sources said that two mortar bombs were found, wired up together and connected to a detonator, in a trash bin located on Saeed Ahmed Khan Road in central Quetta. Area residents had informed the security personnel of the presence of explosives after which the BDS was called in. The disposal squad personnel reached the site and defused the bomb. BDS officials later said that the eight kilogram bomb would have caused a great amount of damage had it detonated.
60624	2011	5	pakistan	Twenty five foreign militants, including Pakistanis, were killed and wounded by Afghan Security Forces (SFs) after they crossed the border from Pakistan, reported Daily Times. Jamaluddin Badr, Governor of north eastern Nuristan province, said the 25 foreign militants which included Arabs, Chechens and Pakistanis were killed and wounded overnight. He said the operation was launched to guard against attacks after Osama bin Laden’s death on May 1. “We are aware of the situation here now that al Qaeda and other elements will try to infiltrate into Afghanistan. We have launched an operation to control border infiltration,” said Badr.
27933	2013	7	india	in Latehar District, in West Jharkhand along the border with Chhattisgarh, over 1,200 Policemen and Centrally Armed Police Forces (CAPFs) were deployed to surround areas of the Kumandih forest in Manika block, where over 200 cadres of CPI Maoists are believed to have come together for a meeting. Continuing the operations for the 10th day in the area, State Police and CAPFs, including Commando Battalion for Resolute Action (CoBRA), destroyed some camps on July 3 and July 4 and seized three Improvised Explosive Devices (IEDs), 13 detonators, several backpacks, mobile chargers and literature from a camp near Murhar hills in Kumandih. Jharkhand Director General of Police (DGP) Rajiv Kumar who visited the area on July 3 said, “We have information that several top leaders of the Koel Sankh zone were having meetings in the area. We are proceeding cautiously as Maoists had planted explosives in the entire area. In some parts of the thick forest, they have occupied hilly terrain, where they will be an advantage.” Further, in an interview with Pioneer, the DGP said the Security Forces (SFs) will fight the Maoists to the finish in Kumandih jungle, spreading over 50 60 square kilometres. They should either surrender or face the bullets. They can t escape as we have deployed troops at all the possible exit points, he added. The DGP said five companies of forces drawn from Jharkhand Armed Police and Indian Reserve Battalions were deployed on July 4 to the existing strength of 1,500 troops fighting the Maoists since June 24. Though the Maoists presence in Santhal Pargana has been there for the last five years, but my assessment is that they don t have formidable strength. That Balihar could speak to the office in charge of Amarapara after the ambush shows that they were not in huge numbers during the incident near Kathikund, he added.
7484	2015	2	pakistan	Unidentified militants blew up a railway track in the Bakhtiarabad area of Sibi District on February 7, reports Dawn. Levies sources said that a two feet track was damaged when an Improvised Explosive Device (IED) was detonated, suspending train services between Balochistan and other parts of the country.
16765	2014	9	india	On September 19, terror group Ansar ul Tawhid Fi Bilad Al Hind (AuT) which recently uploaded a video of Islamic State (IS) chief Abu Bakr Al Baghdadi with Hindi, Urdu and Tamil subtitles hailed Indian Mujahideen (IM) operatives who died in the Batla House Encounter of 2008 as its martyrs , reports The Times of India. In a series of messages titled Batla House — inshallah we will revenge (sic) that began flowing on AuT s Twitter handle isabahmedia2 since late on September 18 night, the outfit claimed that IM operatives Atif Ameen and Mohammed Sajid were martyrs and that AuT mujahideen would avenge their death and imprisonment of other IM members. The messages, in English, Hindi and Arabic, also carried pictures of Ameen and Sajid with captions calling them shaheed . The write up accompanying the pictures read, We the mujahideens renew our pledge to avenge the martyrdom of Batla House encounter and other oppressed Muslims including our imprisoned brothers unless and until we establish Sharia law in India under the global Khilafah (Caliphate) wiping out all the man made boundaries.
1356	2015	2	india	Security Forces arrested three person linked to Karbi People s Liberation Tigers (KPLT), an area commander and two linkmen, in Karbi Anglong on February 1, reports The Shillong Times. The arrested trio was identified as Munthir Engti, ‘area commander’ of KPLT, while the linkmen were identified as Horen Teron and David Engti. Further, SFs have also arrested more than 60 per cent cadres of the KPLT, reports The Telegraph. Further, many small militant groups are operating in the Hill District and these groups are involved in a number of extortion cases. Some of these small groups were formed by former members of UPDS United People’s Democratic Solidarity or KLNLF Karbi Longri North Cachar Hills Liberation Front while some were recruited later. We have managed to arrest 66 KPLT cadres while 11 were killed in encounters in the past year. About 50 cadres are still at large, mostly in eastern part of the district and Hamren (a separate police district in Karbi Anglong). But the KPLT now has been split into five groups KPLT (Buche group), KPLT (Pratap), KPLT (Donri), KPLT (Symbon) and KPLT (Sojong). Some of these groups have six seven members, Karbi Anglong Superintendent of Police Mugdha Jyoti Mahanta said. Earlier there were one or two groups which used to collect money from the rich. But now there are so many groups that they don t even spare people like us. So, we prefer to avoid unknown numbers unless we receive a text message from the person, said a state government employee in Karbi Anglong, requesting anonymity. In some cases, cadres were found making calls to Government officials and businessmen for money after their leaders were arrested and sent to jail, another source said.
7373	2015	1	pakistan	At least 53 militants, including 12 foreigners, were killed when jet fighters of Pakistan Air Force (PAF) conducted aerial strike on militants’ hideout in Kharh Tangi area of Dattakhel tehsil (revenue unit) in North Waziristan Agency of Federally Administered Tribal Areas (FATA) on January 27, reports Dawn. Six hideouts, an ammunition dump and seven explosives laden vehicles were destroyed,” said an Inter Services Public Relations (ISPR) statement. Most of the foreigners killed were Uzbeks, military sources said. Further, in another strike in the same area later, 23 militants were killed, the ISPR claimed. Since the area is off limits to journalists, it is difficult to independently verify the number and identity of the dead. The jets continued shelling for about one hour, inflicting heavy losses on the militants, sources said.
55235	2011	5	india	Kanglaonline reports that a bullet ridden dead body of a man was found on May 8 under a culvert near Kholep village along Motbung stretch of National Highway 39 in Senapati District and has been identified on May 12 as Paokhomang Khongsai (37), the ‘President’ of the Kuki Liberation Army (KLA), a signatory of the Suspension of Operation (SoO). The motive behind the killing is yet to be ascertained as no individual or organisation has claimed responsible for the killing so far.
8117	2015	5	pakistan	A Deputy Superintendent of Police (DSP), Abdul Fateh Sanghri (55), and two constables, serving as his security guard and driver, were shot dead in Gulshan e Hadeed area of Karachi, the provincial capital of Sindh, on May 1, reports The News. DSP Abdul Fateh Sanghri who was a Sub Divisional Police Officer (SDPO) in Bin Qasim and lived in Steel Town, was heading towards the Gulshan e Hadeed market in his car when around five or six militants riding motorcycles fired gunshots at his vehicle. DSP died on the spot while his security guard Constable Mohammed Farooq and driver Constable Nazeer who were injured later succumbed to their injuries at hospital. The Tehreek e Taliban Pakistan (TTP) claimed responsibility for the attack.
14301	2014	5	india	Constable Pankaj Suryawanshi (22) was killed and another injured in an encounter with Communist Party of India Maoist (CPI Maoist) cadres in Narayanpur District on May 30, reports The Hindu. The encounter took place when the joint party of Special Task Force (STF) and District force was patrolling the forests in Orchha Police Station area, Narayanpur Additional Superintendent of Police (ASP) OP Sharma said. The incident occurred when a group of armed Maoists ambushed the Security Forces (SFs) between forests of Becha and Ilam villages.
48285	2012	6	pakistan	Members of the Balochistan Assembly criticised the Federal and Provincial Intelligence Agencies for their failure to identify elements behind acts of terrorism in the province, reports Dawn. Referring to the suicide attack on a bus in Quetta the lawmakers condemned the bomb attack and said it was the responsibility of the Government, Police and Intelligence Agencies to protect the people.
50	2015	1	bangladesh	One more life was lost to violence on January 12 with pro blockade activists carrying out arson attacks and vandalism in several Districts during Bangladesh Nationalist Party (BNP) led 20 party alliance nationwide blockade, reports The Daily Star. In Dhaka city, Atiqur Rahman (22), a truck helper who received injuries to the head by pro blockade pickets in Noakhali District on January 7 died at the Dhaka Medical College Hospital.
61079	2011	6	pakistan	Pakistan on June 7 rejected calls by the United States (US) to prosecute Intelligence officers and top Lashkar e Toiba (LeT) commanders indicted by a Federal Court for their role in the November 2008 Mumbai attack (also known as 26 11), reported The Hindu. In meetings conducted in May 2011 with the US Secretary of State Hillary Clinton Pakistani officials said that action against the LeT could spark off a war within Pakistan. “They said there were thousands, of trained cadre with the Lashkar who would become impossible to control if their leaders were arrested,” a source revealed, adding, “Instead, they said they would maintain strict watch over the LeT, and slowly work to dismantle its military capabilities.”
23656	2013	5	bangladesh	Police arrested an Islami Chhatra Shibir (ICS) cadre, also one of the prime accused in Police constable Mojahar Ali murder case, in Pirgachha sub District of Rangpur District on May 11. The arrestee was identified as Muhamad Ashikur Rahman (18). Mojahar Ali, a constable of Pirgachha Police Station, was critically injured in an attack by JeI ICS cadres during a general strike on February 28. Later he succumbed to his injuries on March 5 in Dhaka.
30136	2013	10	india	A group of seven Communist Party of India Maoist (CPI Maoist) cadres allegedly shot dead a 25 year old villager, identified as Madakam Kosalu, branding him as a ‘Police informer’ in Khammam District on October 21, reports The Business Standard. He was dragged out of his house in Gollaguupa village of Bhadrachalam rural mandal (administrative unit) and three bullets were pumped into his chest.
33285	2013	5	pakistan	At least ten persons, including a lawyer and his two sons, were killed in separate incidents in Karachi (Karachi District), the provincial capital of Sindh, on May 28, reports Daily Times. A lawyer, identified as Kausar Saqlain and his two sons aged 12 and 15, were shot dead in a suspected sectarian attack.
62857	2011	10	pakistan	Three people, including a transvestite, were killed and two others injured when militants opened fire on a dance party in Topai Union Council of Buner District on October 17. Residents and Police said that a local farmer, Nek Mohammad, had organised the dance party, including travesties, at his hujra (guesthouse) in Soray Chaghorzai village to celebrate good harvest of the maize crop.
29059	2013	8	india	NSCN K has said the “wrong calculation and negative feelings” toward the group by the centre would force it to break the cease fire signed in 2001, reports Nagaland Post. In a press release, Y. Wangtin Naga, a senior kilonser (minister) and supervisor of Cease fire Supervisor Board (CFSB) of NSCN K, who has recently returned from Myanmar, said split of NSCN K in June 2011 had brought more destruction to the NSCN K and violations of cease fire agreement by the centre. He said the centre had wrongly believed that the breakaway group led by Khole Konyak and N. Kitovi could resolve the long pending Naga political problem, adding that the much importance was accorded to the breakaway group which had generated negative feelings toward NSCN K by the Centre with the sole objective to weaken the outfit. Wangtin said in an effort to weaken the NSCN K, the centre had even allocated their designated camps to the breakaway group of NSCN KK which was totally illegal according to the cease fire agreement. He said the Centre’s plan was to weaken NSCN K but the plan would not be successful.
38274	2012	1	india	The Garo National Liberation Army (GNLA) on January 28 claimed to have killed a villager in Zikzak area of West Garo Hills for allegedly colluding with Police and working against the outfit on January 27, 2012, reported The Shillong Times. The GNLA area commander Ampati Rahul claimed, “We executed a villager from the village yesterday (January 27) because he was the main Police informer operating against us for so long.” The militant outfit questioned the Meghalaya Police over its tactics of using villagers to work for them in lieu of compensation which is never paid to them.
24652	2013	1	india	A group of around 40 cadres of the Communist Party of India Maoist (CPI Maoist) set ablaze 27 vehicles at a road construction site near Lekha (Menda) village on Godalvahi Dhanora road in Gadchiroli District on January 13, reports The Times of India. The area is some 6km from the state highway connecting Gadchiroli and Rajnandgaon (Chhattisgarh). The Maoists, most likely to be members of Tippagarh dalam (armed squad) and a platoon dalam, chased away the site supervisors before setting the vehicles afire. Reports said 20 tractors, two JCB machines, a road roller, two water tankers and two bikes were set afire. There were no injuries or casualties in the incident.
25945	2013	3	india	A self styled ‘area commander’, Rajesh Tiger of Peoples Liberation Front of India (PLFI), a splinter group of the Communist Party of India Maoist (CPI Maoist) was killed in an encounter in Tatitoli locality of Gumla District, on March 21, reports samaylive.com. Sub Divisional Police Officer (SDPO), Basia, Deepak Kumar said Tiger had demanded INR 2, 00, 000 from a contractor but when the contractor expressed his unwillingness to pay the amount, he fired in the air in an attempt to threaten the contractor which led the Policemen, who were hiding a little distance away, to intervene and ask him to surrender. Kumar added that Tiger then started firing on the Police team but was eventually killed in retaliatory firing.
3543	2015	6	india	Suspected Kuki militants, on June 2 beat up nine villagers of Lhungjang in Churachandpur District for not supporting the area s Congress candidate in the Autonomous District Council (ADC) polls, reports The Times of India. A villager stated that The cadres, suspected to be from a Kuki militant outfit which is a signatory of the Suspension of Operation (SoO) with the government, then herded us to a nearby jungle. Later, they tied our hands and began thrashing us badly with sticks and rifle butts,
62854	2011	10	pakistan	Suspected militants killed a chief of the peace committee, identified as Azizur Rehman, of Orakzai Agency and his four associates in an ambush on Dhodha Road on October 17, Dawn reports. Azizur Rehman was going to attend a funeral when their car came under fire. The deceased were identified as Gulistan, Habibur Rehman, Abdul Khaliq and Izzat Khan.
