index	year	month	location	news
31837	2013	1	pakistan	Hayatabad Police seized a vehicle loaded with weapons and ammunitions. During search of the vehicle, Police recovered 115 pistols, 16 Kalashnikov rifles and thousands of rounds. “Two persons were arrested on charges of smuggling weapons,” Hayatabad Police said.
6166	2015	10	india	Nagaland Member of Parliament (MP) and former Chief Minister, Neiphiu Rio said that Nagas should come together as one and welcome the peace accord signed between Isak Muivah faction of National Socialist Council of Nagaland (NSCN IM) and the Government of India (GoI), reports Nagaland Post on November 1. Speaking as the chief guest at the opening of North Timber Agency in 5th Mile in Dimapur, Rio said while Nagas keep yearning for peace and when an initiative was made to solve the vexed Naga issue, they came apprehensive. He reiterated that if NSCN IM was working to bring peace, it was for all Nagas and not just for the faction. All Commercial Vehicle Association (ACVA) Wokha District on October 31 alleged that Reformation faction of National Socialist Council of Nagaland (NSCN R) cadres ‘forcefully’ took INR 5000 as yearly tax from a driver of Wokha bound passenger vehicle (Tata Sumo) on October 21 at Zonal Taxi counter in Kezieke in Kohima, reports Morung Express. The driver was “beaten black and blue and even threatened to shoot at point blank if he speaks out a word,” stated a release from ACVA president, Y Bankathung Lotha and general secretary, C Renbi Ngullie. Naga National Council Federal Government of Nagaland (NNC FGN) terminated two of its officials with immediate effect from October 31, reports Morung Express. According to a press release from ‘Ministry of Rali Wali Affairs’, NNC FGN, O Chingmak Chang, ‘Deputy Kilonser’ (without portfolio) of NNC FGN under the leadership of ‘Kedahge Brig.’ (Retd) S. Singnya was terminated on the grounds of “misuse of power and financial misappropriation”. Meanwhile, T. Loyem Chang, the present ‘Midan Peyu’ of Chang Region, was terminated on grounds of “colluding conniving with other Naga Political Groups (NPGs), anti government and anti regional activities by overlooking the oath of office and secrecy”, the release stated
60385	2011	4	pakistan	A high ranking US General, Admiral Robert Willard, Head of the US military’s Pacific Command, expressed concern to Congress on April 12 about the expanding reach of the Lashkar e Toiba (LeT), warning it was no longer solely focused on India or even South Asia, reports Dawn. LeT, one of the largest and best funded extremist militant outfits in the region is blamed for the November 2008 attacks on Mumbai, which killed 166 people in India’s commercial capital. The outfit was nurtured by Inter Services Intelligence (ISI) to fight India in Kashmir, and analysts say it is still unofficially tolerated even though Islamabad banned the outfit nearly a decade ago. Admiral Willard, told the Senate Armed Services Committee hearing that the United States was actively working with South Asian Governments including Nepal, Bangladesh, Sri Lanka, the Maldives and India to contain LeT. But he cautioned that the group was active elsewhere. “Unquestionably they have spread their influence internationally and are no longer solely focused in South Asia and on India,” Willard told the Senate Armed Services Committee. The United States has evidence of LeT’s presence in Europe and the broader Asia Pacific region, he added. In the past, LeT has fielded militants in Canada and in the United States. India continues to be LeT’s main target. But Willard noted that the outfit has declared holy war against the United States and renewed longstanding concerns in Washington about attacks by LeT militants against US forces in Afghanistan.
13537	2014	4	india	A cadre of Kuki National Front Samuel (KNF S), a constituent of Kuki National Organisation (KNO) presently a signatory of the Suspension of Operation with the Government, was attacked at near Tribal Museum at Thangzam Road in Lamka area of Churachandpur District of Manipur, by two knife wielding youth who came in a black Bolero on April 22, reports Kanglaonline. The cadre identified as Lulun Haokip alias Iron Kuki was seriously injured in the attack.
32706	2013	4	pakistan	While US Navy seals in 2011 killed most wanted terrorist Osama Bin Laden in Pakistan in an oper ation led by its exter¬nal intelligence agency CIA, it has spared Islamabad sponsored terrorist camps that wage war against India, New Indian Express reported on April 8. US media on Sunday repo¬rted that Pakistan’s ISI and CIA made a secret pact to facilitate drone strikes against selective terrorist targets. Citing excerpts of a soon to be released book, American media said Pakistan gave access to US drone strikes on condition they would not target nuclear facilities and terrorist camps where Kashmiri militants underwent training for attacks against India. A New York Times report said back room bargains for covert drone wars began und¬er George W Bush and was expanded by President Barack Obama. “Pakistani intelligence off¬icials insisted they be allowed to approve each drone strike, giving them tight control over the list of targets. And they insis¬ted that drones fly only in narrow parts of tribal areas — ensuring they would not venture where Islamabad did not want Americans goi¬ng Pakistan’s nuclear facilities and mountain camps where Kashmiri militants were being trained for attac¬ks in India,” NYT reported, quoting excerpts from The Way of the Knife The CIA, a Secret Army, and a War at the Ends of the Earth.
29074	2013	8	india	Two goods carrier vehicles were torched in Goalpara district on August 26 during the 12 hour Bandh (general strike) called by the Bodo Coordination Committee (BCC) in Goalpara and Kamrup (rural) Districts, reports The Telegraph. The first vehicle was set ablaze at Nabang under Krishnai police station in Goalpara District, on its way to Meghalaya. The second truck (AS 25B 8947) was set ablaze at Khardang in the same District. The Bodo Coordination Committee called the strike demanding reservation for Scheduled Tribes in the Rabha Hasong Autonomous Council (RHAC).“We are not against the Rabha Hasong Autonomous Council. But we want all tribes living in the area to get the opportunity to send their representatives to the council. We were surprised when the state election commissioner declared the list of the council’s constituencies twice in a day,” said Kanishka Hazowary, ‘president’ of BCC.“When the state election commissioner declared the first list, we accepted it because 25 of the 36 constituencies were reserved for Scheduled Tribes and the rest 11 were general. But no seat was reserved in the second list declared that day. This compelled us to call a 12 hour Goalpara district and Kamrup district bandh,” he added.
49759	2012	9	pakistan	Eight persons were shot dead in separate incidents of target killing in different areas of Karachi on September 14, reported Daily Times. One Huzaifa (22) was shot dead and two others, Kashif (25) and Aamir (20), were injured by unidentified armed militants near KMC Workshop, Ramswami.
11746	2014	12	bangladesh	Police arrested two activists of the JeI, identified as Shipon and Tuhin, from Kajla area under Motihar Police Station in Rajshahi District on December 31, reports Bdnews24.com. The duos hurled a bomb targeting a Police patrol van in the area during a two day general strike across the country in protest against the death sentence of JeI secretary general ATM Azharul Islam for war crimes. However, no one was injured.
15068	2014	7	india	Secretary of the Communist Party of India Maoist (CPI Maoist) Andhra Orissa Border Special Zonal Committee (AOBSZC) Chandramouli termed the death of three Maoist cadres in an exchange of fire with Police in Nallamalla forests of Guntur District on June 21, 2014 as a fake encounter, reports The Hindu on July 8. In a statement sent to media, he claimed that the Police had captured Maoists Ashok, Bharati and Vimala and tortured them before staging a fake encounter at Murarikurava Vaagu on the banks of Krishna river on the borders of Prakasam, Guntur and Mahaboobnagar Districts. He contested the claims of Inspector General of Police (IG) Sunil Kumar that the Police had recovered an AK 47, a Self Loading Rifle (SLR) and a .303 rifle from the site of the encounter and that fourth extremist, Srinivas alias Vikram, was injured and had escaped. He further said in 2006 when the Maoists decided to withdraw from Nallamalla after it had become weak there, Maoist Baburao along with Bharati and Vimala had decided to stay back due to sentimental attachment to the place. They were working with the Chenchus there for the past eight years and helping rebuild the party base there. They were carrying only .303 rifles and tapanchas for their self defence and did not possess any automatic or semi automatic weapons. He also said that after N. Chandrababu Naidu took over reins, the State Government resumed its pro World Bank stance and decided to crush the Maoists. He however warned that the Telugu Desam Party (TDP) leaders and Chief Minister Naidu would have to pay for the fake encounter killings of the Maoists.
6656	2015	11	india	India s efforts to get Abdul Wahid Siddibapa, the alleged financer of Indian Mujahideen (IM), deported from the United Arab Emirates (UAE) have come to a nought, with the West Asian country making it clear that Wahid will be sent to India only after extradition process is complete, Economic Times reports on December 1. Wahid, who was caught in the UAE in 2014 on the basis of a Red Corner Notice, is wanted in connection with the conspiracy in a series of bomb blasts including 2006 Mumbai serial blasts, 2008 Delhi serial blasts and 2010 Chinnaswamy Stadium blasts in Bengaluru, officials said. His name first cropped up during the interrogations of Yasin Bhatkal, who was arrested in August 2013 near India Nepal border. Based on the description given by Bhatkal, the National Investigation Agency (NIA) got an Interpol s Red Corner Notice issued against Wahid. Central Bureau of Investigation officials said that Wahid could have been deported earlier had the information between the Indian agencies been shared on time. The delays lead to Wahid being produced before a magistrate, which left extradition as the only option. According to government officials, Pakistan is using its diplomatic channels to stall the extradition of Wahid at the behest of the top leadership of IM. He is one of the key financer of IM who had helped them in logistics and his arrest has dented their capabilities, said an NIA official. Wahid is the son of Bhatkal s father s cousin and has been based in Dubai for past 10 years where he is said to have multiple business interests. His extradition will be a huge success for Indian agencies , a senior official said.
7889	2015	3	pakistan	Police foiled an attempt to blow up the main gas pipeline and shot at and injured two suspected militants in Gablo village of Kandhkot tehsil (revenue unit) in Kashmore District of Sindh on March 29, reports Daily Times. According to details, the miscreants were planting explosives in Gablo village when Police reached and tried to stop them. The suspects, Karam Golu and Arz Muhammad Golu, were also arrested after half an hour of gunfight. Police also seized explosive material from their possession.
57171	2011	8	india	On August 23, another militant was killed in encounter near Baktor village in the ongoing operation in the Gurez sector of Bandipora District raising the death toll of infiltrators killed in the sector to 13 since August 20, reports Daily Excelsior. General Officer Commanding (GOC, 28 Infantry Division), Major General S K Chakravorty said, “The operations were still on when the reports last came. As reported earlier, while 12 militants and an Army soldier were killed when troops encountered a group of militants on August 20, 5 8 militants of the infiltrating group had managed to infiltrate and are hiding in the nearby Kanzalwan forest areas.
33842	2013	7	pakistan	Appearing before the Supreme Court on July 17, Inspector General (IG) of Sindh Police informed the court that the issue in Lyari (Lyari Town of Karachi, Karachi District) was not politically motivated nor was it a clash between different communities rather it was a tussle between two rival gangs in the locality, reported Dawn. He suggested the establishment of check posts on the rooftops on the residence of the Katchi community members in order to ensure the provision of security. The Supreme Court was hearing over Karachi unrest case. During the apex court s hearing held at its Karachi registry, Justice Amir Hani Muslim, inquired about the root cause of the Lyari issue, further questioning if the issue was politically motivated. Justice Khilji Arif Hussain remarked that the law and order situation in Lyari had deteriorated a while ago and not just a month ago. Few members of the Katchi communits, including women, staged a protest outside the Karachi registry of the Supreme Court where the hearing over the Karachi unrest was underway. The protesters demanded that the court take special notice of the law and order situation in Karachi.
58653	2011	11	india	The Security Forces (SFs) on November 13 neutralized a hideout of Hizb ul Mujahideen (HM) militants at village Sil Comma in the Budhal area of Rajouri District and recovered a cache of arms, ammunition and explosive material, reports Daily Excelsior. The recovery included one Pakistan made pistol, two pistol magazines, 70 rounds of 9 mm pistol, 40 AK rounds, one AK magazine, five UBGL grenades, one I Com set, one Panasonic tape recorder, one civil bag of black color, a combat pouch, one medical bottle containing red liquid, one cap and a 10 feet rope.
11548	2014	9	bangladesh	Police also arrested 11 leaders and cadres of Rajshahi University of Engineering and Technology (RUET) unit ICS for creating anarchy on the campus during hartal hours. In Sylhet District, Police fired shots to disperse JeI ICS cadres and remove a barricade on Sylhet Sunamganj road at Bolaura area. Police arrested five pickets from the spot. In Dhaka city, Police arrested two JeI ICS cadres in Mirpur area when they were trying to bring out a procession on Chiriakhana Road at Rainkhola. In Narayanganj District, ICS cadres vandalized at least seven vehicles when they brought out a procession in the Narayanganj town s Golachipa area. Police arrested an ICS cadre in the area. Law enforcers also arrested 18 JeI ICS cadres from Satkhira, seven from Feni, three from Pirojpur and five from Kurigram District.
48869	2012	7	pakistan	Baloch leaders rejected the Prime Minister’s invitation for dialogue and said that the Baloch issue can’t be resolved until missing persons are recovered and bringing to justice the elements involved in custodial killings of 500 Baloch political workers. National Party Vice President Mir Hasil Khan Bizenjo said before going for negotiations, Confidence Building Measures must be taken. He said more than 400 mutilated bodies have been found after going missing and thousands of people are still missing to this day. He said that initially the Government should stop those throwing bullet riddled bodies and missing persons must be brought into court if they are guilty. Bizenjo said cases must be registered against those involved in kidnapping people for ransom. “The Baloch are ready to sit at the negotiation table if the Prime Minister begins an investigation against all those, whether civilian or military, involved in kidnapping people and dumping their bodies after killing them,” Mir Hasil said, adding that if the Federal Government is sincere and has the courage to do so then ways for negotiations are always open.
56244	2011	7	india	IBN Live reports that a ‘sub zonal commander’ of the Communist Party of India Maoist (CPI Maoist) was arrested from a place under town Police Station in Aurangabad District on July 12. Acting on a tip off, the Police raided the place and arrested Vinod Paswan alias Navin Paswan, the Maoist leader,. One country made pistol and some live cartridges were recovered from him. Paswan was wanted in connection with the Tandawa encounter in which four troopers were killed two years ago, besides the attack on the construction site of National Thermal Power Corporation (NTPC) in Navinagar in the District.
15143	2014	7	india	One person suspected to be supplying explosives to the Communist Party of India Maoist (CPI Maoist) in Odisha, was arrested at his residence in NGO Colony in Sattur town in Virudhunagar District in the early hours on July 11 (today), reported The Hindu. Explosives were recovered from his possession. The Police found him running a clandestine unit where he had illegally stocked several explosive materials including sulphur, aluminium powder, and a machine to make fuses among others, Police said.
59618	2011	1	pakistan	A girl was killed when a shell landed in the residential area after militants attacked a checkpost in Mohmand Agency on January 11. Sources said that militants attacked a security post in Ali Zaman Ghundai area. Security Forces (SFs) retaliated and repulsed the attack. One of the stray shells fell on the house of Amanullah, killing his 13 year old old daughter.
28141	2013	7	india	Attempting to put additional pressure on the State Government to implement the Inner Line Permit (ILP) in Meghalaya, a pressure group of NGOs has decided to hold a series of public meetings in the District headquarters of Khasi and Jaintia Hills to mobilize mass support to effectively curb the problem of influx and restrict the entry of illegal immigrants, says a report of July 13. Also, the National People’s Party (NPP) has demanded immediate implementation ILP in Meghalaya saying that the system should be enforced until the State Government comes up with a comprehensive mechanism to check influx.
62175	2011	8	pakistan	Ghulam Shabbir was shot dead in Hussain Hazara Goth in the limits of Gulistan Jauhar Police Station. Elsewhere in the District, one Younus was shot dead in New Karachi while he was sitting outside his house.
63193	2011	11	pakistan	Unidentified armed men shot dead two suspected militants in Akkakhel area of Bara tehsil (revenue unit). The suspected militants were riding a motorcycle when they were attacked by the gunmen. The attackers managed to escape after the incident.
13755	2014	5	india	Meanwhile, the Cachar Police suspects the involvement of National Socialist Council of Nagaland Khaplang (NSCN K) behind the incident when an IED, 35 gelignite (blasting gelatin) sticks, caches of nitroglycerin and nitrocellulose and 20 powerful detonators were recovered a bus on May 1 at Sibtilla in Cachar District, reports The Telegraph India on May 4. Although four people were arrested, the Police suspect that they were just couriers. According to some Police Sources the NSCN K was involved in the incident. The Police stated that the explosives were to be used to blow up a bridge on the Barak river near Pailapoor township in Cachar District.
26394	2013	4	india	Two Central Reserve Police Force (CRPF) troopers were grievously injured in a Communist Party of India Maoist (CPI Maoist) attack in Bijapur District, on April 13, reports Zee News. The Maoists opened indiscriminate fire at a joint team of CRPF and Commando Battalion for Resolute Action (CoBRA) battalion when it was patrolling the Chinaglur jungles under Basaguda Police Station limits of the same District.
45175	2012	12	india	Even as tight security has been put in place in Imphal and greater Imphal areas for the high profile visit of All India Congress Committee (AICC) general secretary Rahul Gandhi on December 10, two Border Security Force (BSF) personnel sustained injuries when a car fitted bomb exploded at Koubru Leikha along National Highway 2 under Sapermaina Police Station in Senapati District in the morning of December 9. The spot where the bomb blast occurred is located at about 25 kilometres from Imphal. The injured personnel have been identified as constables T Anand Raj of Tamil Nadu and Abdul Rajaq of West Bengal. Two suspects have been detained for interrogation in connection with the incident. The Press Information Bureau (Defence Wing) in a statement claimed that two People’s Liberation Army (PLA) cadres involved in the blast have been arrested. The two persons have been identified as T Suranjoy Singh and T Somendro Singh of Imphal East.
32578	2013	3	pakistan	Unidentified militants blew up a filling station in Sadda Bazaar of Kurram Agency in Federally Administered Tribal Areas (FATA) on March 27, reports The News. The sources said unidentified militants placed a bag near the manager’s room at the filling station owned by Gul Manan in Sadda Bazaar. The manager was out of the room when explosion took place, the sources said, adding the manager’s room was completely destroyed in the blast, but there was no casualty.
734	2015	11	bangladesh	Death toll rises to two as one more cadre of Islami Chhatra Shibir (ICS), the student wing of Jamaat e Islami (JeI), succumbed to injuries on November 24 in Jessore District, reports The Daily Star. Kamrul Hasan (22), who was critically injured in an attack on November 23 by some students of MM College, died of his wounds. Two other victims were Habibullah and Al Mamun. Habibullah was brought dead at Jessore Medical College Hospital on November 23 and Al Mamun is receiving treatment there.
37744	2012	1	india	The Sangai Express reports that unidentified militants triggered a hand grenade blast at the residential complex of a businessman Taorem Deepak (41) at Yumnam Leikai Ngakraba Leirak in Imphal. However, no injuries were recorded. Security Forces (SFs) recovered another explosive from the complex.
54211	2011	2	india	An encounter was going on in Keri forests of Budhal area in Rajouri District after five to six Village Defence Committee (VDC) members were fired upon by two militants causing injuries to one of them on February 26, reports Daily Excelsior. Army and Police have cordoned off the forests and were hunting the militants. Official sources said a group of five to six VDC members, who had gone to Keri forests in Budhal, observed movement of two militants and a brief exchange of firing. A VDC member, Raaj Mohammad was injured in the encounter.
29668	2013	9	india	Nagaland Post reports that On September 24, 7 Assam Rifles (AR) personnel recovered a huge cache of weapons including six .22 rifles, five .22 Pistols, two revolvers along with ammunition from a house in Medical Ward Colony of Kiphire town in Kiphire District. Rifles press release said the recovery was made after searching the house of one Seoli Sanghtam after specific information was received by AR personnel.
26838	2013	5	india	Security Forces on May 7 arrested four persons, including a Policeman posted as security guard at a hotel where Move employees of Srinagar Civil Secretariat have been accommodated, Daily Excelsior reported. “One Pistol, one Pistol magazine, 2 SLR magazines, 50 SLR, three mobiles, one SIM card, and one pouch was recovered from the arrested persons”, sources added. Police have registered a case (FIR 83 2013) at Police Station Sumbal in Bandipora District under Arms Act and are investigating the case. The arrested Policeman, a resident of Pattan area of Baramulla District, has been identified as Sikander Ramzan Parra (belt no 750) of India Reserve Police (IRP).
41001	2012	6	india	Security Forces (SFs) destroyed a Maoist bunker in Rohtas District of Bihar and seized a haul of arms and explosives on June 4, reports Zee News. Superintendent of Police (SP) Manu Maharaj said Rohtas Police and Central Reserve Police Force (CRPF) s Commando Battalion for Resolute Action (CoBRA) battalion launched a joint combing operation and destroyed the bunker at Bajarmarwa village located on Kaimur hills. The SFs seized 25 detonators, one quintal explosives, a pistol, five uniforms, besides Maoist literature. Some applications by villagers to the Maoists to be taken up at their kangaroo courts were also recovered, the SP added.
60435	2011	4	pakistan	The United States will fail if Pakistan does not succeed in its war against terrorism, Prime Minister Syed Yousaf Raza Gilani said during an interview to Russian State run news agency Novosti on April 17, reports The Express Tribune. Terming terrorism an international issue and highlighting Pakistan’s status as a front line state, Prime Minister Gilani said that US “has now realised that Pakistan is not part of the problem, but it can play an important role in efforts to solve this problem”. Terrorism, he said, recognised no boundaries or religion and its sole objective was to create instability and it operated on foreign agenda. He said that drone attacks were counterproductive as they created sympathies for the terrorists. He said that Pakistan had rendered great sacrifices in the war against terrorism, which was being acknowledged by the international community, adding that Pakistan’s nuclear programme was completely safe. Referring to the cost paid by Pakistan in the war on terror, Gilani said that Pakistan’s economy has also suffered a lot. He said he hoped that the US “will soon accept that Pakistan had an important role in the solution of war against terrorism”. Replying to a question, he said that Pakistan and the US were in this war together and if Pakistan fails, the US will also fail.
45514	2012	1	pakistan	a bomb ripped through a military vehicle killing two soldiers in at Boya village, some 20 kilometres west of Miranshah, in North Waziristan Agency.
52943	2011	5	bangladesh	Rapid Action Battalion (RAB) arrested a suspected operative, identified as Abdul Alim alias Hakim (45) of Harkat ul Jihad al Islami Bangladesh (HuJI B), and recovered arms, explosives and bomb making materials from Jhenidah District on May 17, reports Daily Star. Recoveries included two live bombs, half kilogram of gunpowder, two magazines, cartridge making equipment, bomb making materials, batteries of mobile phones and eight books on jihad. Earlier in 1998, he was arrested along with firearms and bomb making materials from Jibonnagar sub district of Chuadanga District but was later released on bail.
3940	2015	6	india	Indian central security agencies, working in tandem with the National Investigation Agency (NIA), have identified 10 out of 30 insurgents that had launched lethal ambush attack on Indian army on June 4 at Chandel District, reports DNA on June 25. Government sources stated that thel attack was planned in much in advance and included Khaplang faction of National Socialist Council of Nagaland (NSCN K) militants, of whom a majority are Myanmarese nationals. Of the 10 recognised militants, eight were from Kanglei Yawol Kunna Lup (KYKL) and one each from Independent faction of United Liberation Front of Asom (ULFA I) and Kamtapur Liberation Organisation (KLO).
29048	2013	8	india	A Central Reserve Police Force (CRPF) personal, identified as Raju Ram, was killed and another, identified as Bolu Ram, was injured in a militants attack in Awneera village of Shopian District on August 26, reports The Hindustan Times.
26154	2013	4	india	Nagaland Post reports that Meghalaya High Court on April 2 issued notice to the Central and the State Governments on petition filed by jailed Garo National Liberation Army (GNLA) chief Champion R. Sangma challenging his detention under the Meghalaya Preventive Detention Act (MPDA). Sangma, who is in the Shillong jail, was booked under MPDA for waging war against India’s sovereignty. Under the MPDA, a person is detained for a maximum of three years and the accused can get bail only after an Advisory Board chaired by a retired Judge gives a decision on the matter. “The Court has directed the Meghalaya government to file an affidavit against the petition filed by Sangma for booking him under MPDA,” Sangma’s legal Counsel Sujit Dey said.A four weeks time has been given to the government to counter Sangma’s petition, he said. Dey also termed the detention of the outlawed GNLA rebel Chief under MPDA as “violation the rights of Sangma under Article 22 (5) of the Indian constitution”.
63048	2011	11	pakistan	A man, identified as Zainul Abideen, was shot dead outside the house of a retired judge of the Sindh High Court, Justice Zawwar Hussain Jafri in Gulshan e Iqbal area of Karachi by militants on November 4, reported Express Tribune. Police retaliated and arrested two persons, Jamil and Munir, while the five others escaped. Police also recovered a .222 rifle, a Kalashnikov, a TT pistol and seized their car, which had a fake number plate.
2435	2015	4	india	Revolutionary Peoples Front (RPF), on April 1 claimed that its armed wing Peoples Liberation Army (PLA) eliminated four troopers of 44 Assam Rifles and wounded several others in the ambush on March 31, near Kamjong village of Ukhrul District, E pao. RPF also stated that assault was carried out by team of tactical command of PLA. It also added that ‘sergeant’ Prem, of PLA was killed in the encounter.PLA also added that abrogation of truce by Khaplang faction of National Socialist Council of Nagaland (NSCN K) was a right step.
55700	2011	6	india	Bihar Police arrested Jagdish Yadav, a top politburo member of the Communist Party of India Maoist (CPI Maoist), from a clinic at Guraru Bazaar in Gaya District in the night of June 12, reports The Hindu. Yadav was being treated in the clinic. Known by aliases such as Jagdish Master, Akhileshji and Prabhatji, 70 year old Yadav was a member of the Maoist Central Committee between 1996 and 2004 and had been a politburo member since then, overseeing major operations in Bihar, Jharkhand and Andhra Pradesh. Police sources said Yadav was a big fish in the Maoist pecking order, ranking just below Ganapathy and Kishan. An absconder since 1972, he was wanted for a landlord s murder in Aurangabad after a class war ensued between two factions. Carrying a reward of INR 300,000 on his head, Yadav has been involved in several major Naxal operations in Orissa, Bihar and Chhattisgarh. The sources said he was wanted in two cases by the Andhra Pradesh Police, eight by the Jharkhand Police and 14 cases by the Bihar Police, including the Lakhisarai Police hostage case of 2010. A resident of Gamhariya village in Aurangabad District, Yadav played a key role in overseeing the merger of the People s War Group (PWG) and the Maoist Communist Centre (MCC) in October 2004.
61849	2011	7	pakistan	In Orangi Town in Kali Pahari, unidentified militants opened fire on Noman, a member of Muttahida Qaumi Movement (MQM), injuring him critically. He later succumbed to his injuries. After the incident, armed assailants resorted to heavy aerial firing on Kali Pahari, Gulfamabad, Aligarh Colony, Bukhari Colony, Muslimabad and other surrounding areas. During exchange of firing, a fruit vendor, Darwaish, was shot dead.
